id,sequence,length,num_stops
191,"[3, 5]",9272,2
192,"[3, 4, 5]",11605,3
193,"[3, 4, 6, 7, 5]",27400,5
194,,0,0
195,,0,0
196,,0,0
197,,0,0
198,,0,0
199,,0,0
200,,0,0
201,"[3, 4, 6]",17827,3
202,"[3, 5, 4, 6]",26602,4
203,"[3, 5, 7, 6]",18845,4
204,"[3, 4, 5, 7, 6]",21178,5
205,,0,0
206,,0,0
207,,0,0
208,,0,0
209,,0,0
210,,0,0
211,"[3, 5, 7]",14514,3
212,"[3, 4, 5, 7]",16847,4
213,"[3, 4, 6, 7]",22158,4
214,"[3, 5, 4, 6, 7]",30933,5
215,,0,0
216,,0,0
217,,0,0
218,,0,0
219,,0,0
220,,0,0
221,"[3, 5, 7, 9]",20740,4
222,"[3, 4, 5, 7, 9]",23073,5
223,"[3, 4, 6, 7, 9]",28384,5
224,"[3, 5, 4, 6, 7, 9]",37159,6
225,,0,0
226,,0,0
227,,0,0
228,,0,0
229,,0,0
230,,0,0
231,"[4, 3, 1]",10061,3
232,"[4, 5, 3, 1]",18836,4
233,"[4, 6, 7, 5, 3, 1]",34631,6
234,,0,0
235,,0,0
236,,0,0
237,,0,0
238,,0,0
239,,0,0
240,,0,0
241,"[4, 3, 2]",27631,3
242,"[4, 5, 3, 2]",36406,4
243,"[4, 6, 7, 5, 3, 2]",52201,6
244,,0,0
245,,0,0
246,,0,0
247,,0,0
248,,0,0
249,,0,0
250,,0,0
251,"[4, 3]",6051,2
252,"[4, 5, 3]",14826,3
253,"[4, 6, 7, 5, 3]",30621,5
254,,0,0
255,,0,0
256,,0,0
257,,0,0
258,,0,0
259,,0,0
260,,0,0
261,"[4, 6]",11776,2
262,"[4, 5, 7, 6]",15127,4
263,"[4, 3, 5, 7, 6]",24896,5
264,,0,0
265,,0,0
266,,0,0
267,,0,0
268,,0,0
269,,0,0
270,,0,0
271,"[4, 5, 7]",10796,3
272,"[4, 6, 7]",16107,3
273,"[4, 3, 5, 7]",20565,4
274,,0,0
275,,0,0
276,,0,0
277,,0,0
278,,0,0
279,,0,0
280,,0,0
281,"[4, 6, 8]",17022,3
282,"[4, 5, 7, 6, 8]",20373,5
283,"[4, 3, 5, 7, 6, 8]",30142,6
284,,0,0
285,,0,0
286,,0,0
287,,0,0
288,,0,0
289,,0,0
290,,0,0
291,"[4, 5, 7, 9]",17022,4
292,"[4, 6, 7, 9]",22333,4
293,"[4, 3, 5, 7, 9]",26791,5
294,,0,0
295,,0,0
296,,0,0
297,,0,0
298,,0,0
299,,0,0
300,,0,0
301,"[5, 3, 1]",13282,3
302,"[5, 4, 3, 1]",15615,4
303,"[5, 7, 6, 4, 3, 1]",31410,6
304,,0,0
305,,0,0
306,,0,0
307,,0,0
308,,0,0
309,,0,0
310,,0,0
311,"[5, 3, 2]",30852,3
312,"[5, 4, 3, 2]",33185,4
313,"[5, 7, 6, 4, 3, 2]",48980,6
314,,0,0
315,,0,0
316,,0,0
317,,0,0
318,,0,0
319,,0,0
320,,0,0
321,"[5, 3]",9272,2
322,"[5, 4, 3]",11605,3
323,"[5, 7, 6, 4, 3]",27400,5
324,,0,0
325,,0,0
326,,0,0
327,,0,0
328,,0,0
329,,0,0
330,,0,0
331,"[5, 4]",5554,2
332,"[5, 3, 4]",15323,3
333,"[5, 7, 6, 4]",21349,4
334,,0,0
335,,0,0
336,,0,0
337,,0,0
338,,0,0
339,,0,0
340,,0,0
341,"[5, 4, 6]",17330,3
342,"[5, 7, 6]",9573,3
343,"[5, 3, 4, 6]",27099,4
344,,0,0
345,,0,0
346,,0,0
347,,0,0
348,,0,0
349,,0,0
350,,0,0
351,"[5, 7]",5242,2
352,"[5, 4, 6, 7]",21661,4
353,"[5, 3, 4, 6, 7]",31430,5
354,,0,0
355,,0,0
356,,0,0
357,,0,0
358,,0,0
359,,0,0
360,,0,0
361,"[5, 4, 6, 8]",22576,4
362,"[5, 7, 6, 8]",14819,4
363,"[5, 3, 4, 6, 8]",32345,5
364,,0,0
365,,0,0
366,,0,0
367,,0,0
368,,0,0
369,,0,0
370,,0,0
371,"[5, 7, 9]",11468,3
372,"[5, 4, 6, 7, 9]",27887,5
373,"[5, 3, 4, 6, 7, 9]",37656,6
374,,0,0
375,,0,0
376,,0,0
377,,0,0
378,,0,0
379,,0,0
380,,0,0
381,"[6, 4, 3, 1]",21837,4
382,"[6, 7, 5, 3, 1]",22855,5
383,"[6, 4, 5, 3, 1]",30612,5
384,"[6, 7, 5, 4, 3, 1]",25188,6
385,,0,0
386,,0,0
387,,0,0
388,,0,0
389,,0,0
390,,0,0
391,"[6, 4, 3, 2]",39407,4
392,"[6, 7, 5, 3, 2]",40425,5
393,"[6, 4, 5, 3, 2]",48182,5
394,"[6, 7, 5, 4, 3, 2]",42758,6
395,,0,0
396,,0,0
397,,0,0
398,,0,0
399,,0,0
400,,0,0
401,"[6, 4, 3]",17827,3
402,"[6, 7, 5, 3]",18845,4
403,"[6, 4, 5, 3]",26602,4
404,"[6, 7, 5, 4, 3]",21178,5
405,,0,0
406,,0,0
407,,0,0
408,,0,0
409,,0,0
410,,0,0
411,"[6, 4]",11776,2
412,"[6, 7, 5, 4]",15127,4
413,"[6, 7, 5, 3, 4]",24896,5
414,,0,0
415,,0,0
416,,0,0
417,,0,0
418,,0,0
419,,0,0
420,,0,0
421,"[6, 4, 5]",17330,3
422,"[6, 7, 5]",9573,3
423,"[6, 4, 3, 5]",27099,4
424,,0,0
425,,0,0
426,,0,0
427,,0,0
428,,0,0
429,,0,0
430,,0,0
431,"[6, 7]",4331,2
432,"[6, 4, 5, 7]",22572,4
433,"[6, 4, 3, 5, 7]",32341,5
434,,0,0
435,,0,0
436,,0,0
437,,0,0
438,,0,0
439,,0,0
440,,0,0
441,"[6, 7, 9]",10557,3
442,"[6, 4, 5, 7, 9]",28798,5
443,"[6, 4, 3, 5, 7, 9]",38567,6
444,,0,0
445,,0,0
446,,0,0
447,,0,0
448,,0,0
449,,0,0
450,,0,0
451,"[7, 5, 3, 2]",36094,4
452,"[7, 6, 4, 3, 2]",43738,5
453,"[7, 5, 4, 3, 2]",38427,5
454,"[7, 6, 4, 5, 3, 2]",52513,6
455,,0,0
456,,0,0
457,,0,0
458,,0,0
459,,0,0
460,,0,0
461,"[7, 5, 3]",14514,3
462,"[7, 6, 4, 3]",22158,4
463,"[7, 5, 4, 3]",16847,4
464,"[7, 6, 4, 5, 3]",30933,5
465,,0,0
466,,0,0
467,,0,0
468,,0,0
469,,0,0
470,,0,0
471,"[7, 5, 4]",10796,3
472,"[7, 6, 4]",16107,3
473,"[7, 5, 3, 4]",20565,4
474,,0,0
475,,0,0
476,,0,0
477,,0,0
478,,0,0
479,,0,0
480,,0,0
481,"[7, 5]",5242,2
482,"[7, 6, 4, 5]",21661,4
483,"[7, 6, 4, 3, 5]",31430,5
484,,0,0
485,,0,0
486,,0,0
487,,0,0
488,,0,0
489,,0,0
490,,0,0
491,"[7, 6]",4331,2
492,"[7, 5, 4, 6]",22572,4
493,"[7, 5, 3, 4, 6]",32341,5
494,,0,0
495,,0,0
496,,0,0
497,,0,0
498,,0,0
499,,0,0
500,,0,0
501,"[7, 6, 8]",9577,3
502,"[7, 5, 4, 6, 8]",27818,5
503,"[7, 5, 3, 4, 6, 8]",37587,6
504,,0,0
505,,0,0
506,,0,0
507,,0,0
508,,0,0
509,,0,0
510,,0,0
511,"[7, 9]",6226,2
512,,0,0
513,,0,0
514,,0,0
515,,0,0
516,,0,0
517,,0,0
518,,0,0
519,,0,0
520,,0,0
521,"[8, 6, 4, 3, 2]",44653,5
522,"[8, 6, 7, 5, 3, 2]",45671,6
523,"[8, 6, 4, 5, 3, 2]",53428,6
524,"[8, 6, 7, 5, 4, 3, 2]",48004,7
525,,0,0
526,,0,0
527,,0,0
528,,0,0
529,,0,0
530,,0,0
531,"[8, 6, 4, 3]",23073,4
532,"[8, 6, 7, 5, 3]",24091,5
533,"[8, 6, 4, 5, 3]",31848,5
534,"[8, 6, 7, 5, 4, 3]",26424,6
535,,0,0
536,,0,0
537,,0,0
538,,0,0
539,,0,0
540,,0,0
541,"[8, 6, 4]",17022,3
542,"[8, 6, 7, 5, 4]",20373,5
543,"[8, 6, 7, 5, 3, 4]",30142,6
544,,0,0
545,,0,0
546,,0,0
547,,0,0
548,,0,0
549,,0,0
550,,0,0
551,"[8, 6, 4, 5]",22576,4
552,"[8, 6, 7, 5]",14819,4
553,"[8, 6, 4, 3, 5]",32345,5
554,,0,0
555,,0,0
556,,0,0
557,,0,0
558,,0,0
559,,0,0
560,,0,0
561,"[8, 6]",5246,2
562,,0,0
563,,0,0
564,,0,0
565,,0,0
566,,0,0
567,,0,0
568,,0,0
569,,0,0
570,,0,0
571,"[8, 6, 7]",9577,3
572,"[8, 6, 4, 5, 7]",27818,5
573,"[8, 6, 4, 3, 5, 7]",37587,6
574,,0,0
575,,0,0
576,,0,0
577,,0,0
578,,0,0
579,,0,0
580,,0,0
581,"[8, 6, 7, 9]",15803,4
582,"[8, 6, 4, 5, 7, 9]",34044,6
583,"[8, 6, 4, 3, 5, 7, 9]",43813,7
584,,0,0
585,,0,0
586,,0,0
587,,0,0
588,,0,0
589,,0,0
590,,0,0
591,"[9, 7, 5, 3, 2]",42320,5
592,"[9, 7, 6, 4, 3, 2]",49964,6
593,"[9, 7, 5, 4, 3, 2]",44653,6
594,"[9, 7, 6, 4, 5, 3, 2]",58739,7
595,,0,0
596,,0,0
597,,0,0
598,,0,0
599,,0,0
600,,0,0
601,"[9, 7, 5, 3]",20740,4
602,"[9, 7, 6, 4, 3]",28384,5
603,"[9, 7, 5, 4, 3]",23073,5
604,"[9, 7, 6, 4, 5, 3]",37159,6
605,,0,0
606,,0,0
607,,0,0
608,,0,0
609,,0,0
610,,0,0
611,"[9, 7, 5, 4]",17022,4
612,"[9, 7, 6, 4]",22333,4
613,"[9, 7, 5, 3, 4]",26791,5
614,,0,0
615,,0,0
616,,0,0
617,,0,0
618,,0,0
619,,0,0
620,,0,0
621,"[9, 7, 5]",11468,3
622,"[9, 7, 6, 4, 5]",27887,5
623,"[9, 7, 6, 4, 3, 5]",37656,6
624,,0,0
625,,0,0
626,,0,0
627,,0,0
628,,0,0
629,,0,0
630,,0,0
631,"[9, 7, 6]",10557,3
632,"[9, 7, 5, 4, 6]",28798,5
633,"[9, 7, 5, 3, 4, 6]",38567,6
634,,0,0
635,,0,0
636,,0,0
637,,0,0
638,,0,0
639,,0,0
640,,0,0
641,"[9, 7]",6226,2
642,,0,0
643,,0,0
644,,0,0
645,,0,0
646,,0,0
647,,0,0
648,,0,0
649,,0,0
650,,0,0
651,"[9, 7, 6, 8]",15803,4
652,"[9, 7, 5, 4, 6, 8]",34044,6
653,"[9, 7, 5, 3, 4, 6, 8]",43813,7
654,,0,0
655,,0,0
656,,0,0
657,,0,0
658,,0,0
659,,0,0
660,,0,0
