id,sequence,length,num_stops
193,"[7, 15, 18, 14, 21, 23, 29, 22]",38708.281500000005,8
194,"[7, 15, 18, 14, 21, 31, 20, 1, 24, 18, 13, 19, 29]",79472.6225,13
195,"[7, 15, 18, 19, 13, 23, 21, 31, 20, 14, 18, 1, 24]",76928.4775,13
196,"[7, 15, 18, 19, 29, 22, 6, 4, 17, 10]",56172.9245,10
197,"[7, 15, 18, 19, 29, 32, 30, 22, 6, 4, 17]",86904.9,11
198,"[7, 15, 18, 19, 32, 29, 22, 6, 4]",45145.98850000001,9
199,"[7, 15, 18, 24, 1, 20, 14, 21, 31, 20]",56603.21149999999,10
200,"[7, 15, 18, 24, 2, 5, 11, 27]",72055.40149999998,8
201,"[7, 15, 19, 16, 29, 22, 25, 28, 4, 17, 10]",56018.77450000001,11
202,"[7, 15, 19, 16, 29, 23, 21, 14, 20, 1, 24, 2, 5]",78230.7925,13
203,"[7, 15, 19, 16, 29, 30, 17, 4, 10]",75911.31149999998,9
204,"[7, 15, 19, 18, 24, 2, 5, 27]",67714.87199999999,8
205,"[7, 15, 19, 29, 16, 23, 21, 14, 18, 20]",55627.878500000006,10
206,"[7, 15, 19, 29, 22, 6, 4, 30]",53308.18649999999,8
207,"[7, 15, 19, 29, 32, 19, 18, 20, 1, 24, 18]",73522.3465,11
208,"[7, 15, 19, 32, 29, 22, 6, 4, 17]",48723.7935,9
209,"[7, 15, 19, 32, 29, 22, 25, 28, 4]",43563.827000000005,9
210,"[7, 15, 30, 32, 19, 18, 13, 9]",78706.35399999999,8
211,"[7, 15, 32, 19, 29, 23, 21, 31]",48314.759,8
212,"[7, 15, 32, 19, 29, 23, 21, 31, 12, 22]",80673.1915,10
213,"[7, 15, 32, 29, 12, 22, 6, 4, 10, 17]",75461.426,10
214,"[8, 21, 13, 9, 23, 29, 32, 30]",52920.01999999999,8
215,"[8, 21, 14, 13, 16, 19, 32, 29, 22, 25]",49598.30900000001,10
216,"[8, 21, 14, 31, 12, 22, 6, 4, 17, 10]",73152.31700000001,10
217,"[8, 21, 23, 29, 16, 19, 32, 15, 18, 14, 20]",72100.1855,11
218,"[8, 21, 23, 29, 32, 19, 18]",39245.4305,7
219,"[8, 21, 31, 14, 20, 18, 19, 13]",44334.7185,8
220,"[8, 21, 31, 14, 20, 31, 21, 23, 29, 32]",52039.70199999999,10
221,"[8, 21, 31, 20, 18, 19, 32]",39294.452000000005,7
222,"[8, 22, 6, 4, 28, 25]",23877.9355,6
223,"[8, 22, 25, 28, 4, 6, 22, 29, 19, 32]",46714.76800000001,10
224,"[8, 22, 25, 28, 4, 6, 22, 29, 19, 32, 30]",65090.725000000006,11
225,"[8, 22, 29, 16, 19, 29, 23, 8, 22, 6, 4, 28, 25]",64918.98650000001,13
226,"[8, 23, 9, 13, 14, 21, 31, 12, 22, 29, 32, 30]",87609.282,12
227,"[8, 23, 9, 13, 14, 21, 31, 20, 18, 14, 31]",51111.59050000001,11
228,"[8, 23, 9, 13, 14, 31, 20]",29444.222,7
229,"[8, 23, 9, 13, 16, 19, 29, 22, 6, 4, 10, 17]",52255.071500000005,12
230,"[8, 23, 9, 13, 16, 19, 29, 32]",34635.87700000001,8
231,"[8, 23, 9, 13, 18, 14, 21, 31, 20, 1, 24]",53424.68700000001,11
232,"[8, 23, 9, 13, 21, 31, 14, 20, 18, 19, 29, 22, 25]",66102.654,13
233,"[8, 23, 13, 18, 14, 31, 21, 23, 22, 6, 4, 17, 10]",71524.979,13
234,"[8, 23, 13, 19, 32, 29, 22, 6]",36172.776000000005,8
235,"[8, 23, 16, 13, 19, 18, 14]",34479.630000000005,7
236,"[8, 23, 16, 19, 32, 29, 22, 25]",35632.90400000001,8
237,"[8, 23, 16, 19, 32, 30, 29, 22, 25, 28, 4, 6]",76991.01999999999,12
238,"[8, 23, 16, 29, 22, 6, 4, 10, 17, 3, 15]",79370.14400000001,11
239,"[8, 23, 16, 29, 22, 25, 28]",25985.206,7
240,"[8, 23, 21, 13, 16, 19, 29, 32, 15, 18, 24]",78300.92,11
241,"[8, 23, 21, 14, 13, 16, 29, 32, 19, 18, 24]",60069.468,11
242,"[8, 23, 21, 14, 18, 19, 32, 29, 22]",44548.881,9
243,"[8, 23, 21, 14, 31, 12, 29, 22, 6, 4, 30]",80248.8155,11
244,"[8, 23, 21, 31, 12, 29, 22]",48939.573000000004,7
245,"[8, 23, 21, 31, 14, 18, 24, 2, 5, 27]",69152.112,10
246,"[8, 23, 21, 31, 14, 20]",24571.372,6
247,"[8, 23, 21, 31, 14, 20, 1]",30605.694499999998,7
248,"[8, 23, 22, 29, 16, 13, 18, 19, 29]",52047.79150000001,9
249,"[8, 23, 29, 12, 22, 25, 28, 4, 10]",56970.034999999996,9
250,"[8, 23, 29, 22, 6, 4, 10]",28477.0515,7
251,"[8, 23, 29, 22, 6, 4, 28]",28357.8615,7
252,"[8, 23, 29, 22, 6, 4, 30, 32, 19, 13, 14, 18]",83665.6705,12
253,"[8, 23, 29, 22, 12, 31, 21, 14, 18]",62058.846000000005,9
254,"[8, 23, 29, 32, 30, 17, 4, 28, 25, 22, 6]",80540.2625,11
255,"[9, 13, 14, 18, 1, 24]",31241.726000000002,6
256,"[9, 13, 14, 18, 19, 16, 23, 21, 31, 12, 29, 22, 6]",80114.2155,13
257,"[9, 13, 14, 18, 24, 1, 20]",37526.744999999995,7
258,"[9, 13, 14, 20, 31, 21]",25547.124499999998,6
259,"[9, 13, 14, 21, 23, 8, 22, 29, 19, 18, 24, 2, 5]",80300.19649999999,13
260,"[9, 13, 14, 21, 23, 16, 29, 12, 22]",57828.130000000005,9
261,"[9, 13, 14, 21, 31, 12, 22]",49516.332,7
262,"[9, 13, 14, 21, 31, 20, 18, 15, 19, 16, 23]",64046.011000000006,11
263,"[9, 13, 14, 31, 21, 23]",23127.3425,6
264,"[9, 13, 16, 19, 18, 24, 1]",36698.8115,7
265,"[9, 13, 16, 19, 29, 22, 23, 21, 31, 14, 20]",53984.079,11
266,"[9, 13, 16, 19, 29, 23, 8, 21, 14]",42267.1935,9
267,"[9, 13, 16, 19, 29, 32]",26140.279000000002,6
268,"[9, 13, 16, 19, 32, 29, 22, 23, 8, 21, 31]",53548.83400000001,11
269,"[9, 13, 16, 23, 21, 31, 14, 18, 1, 24]",48870.427,10
270,"[9, 13, 16, 23, 29, 19, 18, 15, 3]",54784.94899999999,9
271,"[9, 13, 16, 23, 29, 22]",22740.972500000003,6
272,"[9, 13, 18, 14, 21, 8, 23, 29, 22, 6, 4, 17, 10]",67080.2415,13
273,"[9, 13, 18, 19, 29, 22, 6, 4, 28, 25]",46234.888000000006,10
274,"[9, 13, 18, 19, 32, 29, 16, 19, 29, 22]",52029.9095,10
275,"[9, 13, 18, 19, 32, 29, 16, 23, 21, 31, 14]",54230.4195,11
276,"[9, 13, 18, 24, 2, 5, 11, 3, 15, 7]",86617.21199999998,10
277,"[9, 13, 19, 16, 29, 32]",24758.271000000004,6
278,"[9, 13, 19, 29, 22, 6, 4]",29886.804500000006,7
279,"[9, 13, 19, 29, 22, 8, 23, 13, 18, 14]",53220.052500000005,10
280,"[9, 13, 19, 29, 22, 25, 28]",28812.938500000004,7
281,"[9, 13, 19, 29, 23, 21, 31, 20, 1, 24, 18, 13, 14]",77643.50500000002,13
282,"[9, 13, 19, 29, 32, 15, 3, 17]",81584.76000000002,8
283,"[9, 13, 19, 29, 32, 15, 7]",42600.50300000001,7
284,"[9, 13, 19, 29, 32, 15, 18, 20, 14, 18]",68870.98200000002,10
285,"[9, 13, 19, 32, 29, 23, 21, 31, 12, 22, 6]",72296.08850000001,11
286,"[9, 13, 21, 23, 8, 22, 6, 4, 28, 25]",43419.107,10
287,"[9, 13, 23, 8, 21, 14, 18, 15]",39143.852,8
288,"[9, 13, 23, 8, 21, 14, 18, 19, 32, 29]",49380.346999999994,10
289,"[9, 13, 23, 8, 21, 31]",23128.9245,6
290,"[9, 13, 23, 8, 22, 6, 4]",28749.237,7
291,"[9, 13, 23, 8, 22, 29]",24642.633000000005,6
292,"[9, 13, 23, 21, 31, 14, 18]",27635.498,7
293,"[9, 13, 23, 21, 31, 14, 18, 15, 7]",39611.9135,9
294,"[9, 13, 23, 22, 8, 21, 31, 20, 14, 18]",55622.158500000005,10
295,"[9, 13, 23, 22, 29, 32, 30, 4, 6, 28, 25, 22]",81972.94599999998,12
296,"[9, 23, 8, 21, 14, 18, 19, 29, 22, 25]",51860.417,10
297,"[9, 23, 8, 21, 31, 14, 18, 19]",38876.027,8
298,"[9, 23, 8, 22, 25, 28, 4, 6, 22, 29, 32, 30]",67078.167,12
299,"[9, 23, 13, 14, 18, 19, 29, 32, 30, 28, 25, 22]",83970.98849999999,12
300,"[9, 23, 13, 14, 18, 24]",31773.790999999997,6
301,"[9, 23, 13, 16, 29, 22, 25, 28, 4, 10]",39625.167,10
302,"[9, 23, 13, 19, 16, 29, 22]",30014.906500000005,7
303,"[9, 23, 13, 19, 29, 22, 23, 8, 21, 31, 14, 18, 15]",74711.977,13
304,"[9, 23, 13, 19, 32, 29, 22, 6, 4, 10, 17, 3]",82621.58950000003,12
305,"[9, 23, 16, 13, 14, 21, 31, 20, 18, 19, 32, 29, 19]",71320.69600000001,13
306,"[9, 23, 16, 19, 29, 22, 6, 4, 17, 10]",50029.9965,10
307,"[9, 23, 16, 29, 19, 13, 21, 14, 31]",45667.554000000004,9
308,"[9, 23, 16, 29, 19, 32]",26824.405000000006,6
309,"[9, 23, 21, 13, 14, 18, 19, 29, 12, 22, 6]",78752.9445,11
310,"[9, 23, 21, 13, 19, 29, 22, 25, 28]",44040.619,9
311,"[9, 23, 21, 14, 18, 13, 23, 22]",43048.372500000005,8
312,"[9, 23, 21, 14, 20, 1, 24, 2, 5, 27]",67388.483,10
313,"[9, 23, 21, 31, 12, 22]",45912.501000000004,6
314,"[9, 23, 21, 31, 14, 18, 1, 20]",40265.778999999995,8
315,"[9, 23, 21, 31, 14, 20, 1, 18, 24, 2, 5]",68714.58649999999,11
316,"[9, 23, 22, 6, 4, 17, 10]",37568.473000000005,7
317,"[9, 23, 22, 25, 28, 4, 6, 22, 29, 12, 31, 21, 14]",78204.39950000003,13
318,"[9, 23, 22, 29, 32, 19, 15, 24, 2, 5]",72347.661,10
319,"[9, 23, 22, 29, 32, 19, 18, 24, 1]",55491.84650000001,9
320,"[9, 23, 29, 19, 18, 14, 21, 31]",40903.1445,8
321,"[9, 23, 29, 22, 6, 4]",23848.156000000003,6
322,"[10, 4, 6, 22, 8, 21, 23]",34338.5745,7
323,"[10, 4, 6, 22, 8, 23, 16, 13, 14]",42044.391500000005,9
324,"[10, 4, 6, 22, 8, 23, 21, 14, 20, 18]",48826.5495,10
325,"[10, 4, 6, 22, 12, 29]",42906.8675,6
326,"[10, 4, 6, 22, 12, 29, 19, 18, 1]",68630.6465,9
327,"[10, 4, 6, 22, 12, 29, 23, 8, 21, 13, 14, 20, 1]",87192.96049999999,13
328,"[10, 4, 6, 22, 12, 29, 32, 19]",54826.5405,8
329,"[10, 4, 6, 22, 23, 9, 13, 16, 19, 18, 24, 1, 20]",69714.6645,13
330,"[10, 4, 6, 22, 23, 9, 13, 18]",37243.47350000001,8
331,"[10, 4, 6, 22, 23, 16, 13]",32474.456500000008,7
332,"[10, 4, 6, 22, 23, 21]",28212.770000000004,6
333,"[10, 4, 6, 22, 23, 21, 14, 20, 1, 18, 15, 3]",74927.2,12
334,"[10, 4, 6, 22, 23, 29, 19, 18]",45245.65950000001,8
335,"[10, 4, 6, 22, 29, 12, 31]",48305.560000000005,7
336,"[10, 4, 6, 22, 29, 12, 31, 21]",52319.069,8
337,"[10, 4, 6, 22, 29, 12, 31, 21, 14, 18, 19, 13]",77349.64850000001,12
338,"[10, 4, 6, 22, 29, 16, 13, 14, 31, 21]",42626.029,10
339,"[10, 4, 6, 22, 29, 16, 13, 18]",35146.52900000001,8
340,"[10, 4, 6, 22, 29, 16, 13, 19, 32, 15, 18, 1, 20]",81419.212,13
341,"[10, 4, 6, 22, 29, 16, 13, 23, 8]",36561.8835,9
