id,sequence,length,num_stops
132,"[1, 48, 86, 46, 154, 91]",13957.016500000002,6
133,"[1, 44, 48, 96, 46, 154, 91]",14063.669000000002,7
134,"[1, 44, 48, 86, 46, 154, 91]",14453.895,7
135,"[1, 48, 96, 46, 127, 154, 91]",14722.9855,7
136,"[1, 48, 86, 46, 127, 154, 91]",15113.211500000003,7
137,"[1, 44, 48, 96, 46, 127, 154, 91]",15219.864000000003,8
138,"[1, 48, 96, 86, 46, 154, 91]",15502.6335,7
139,"[1, 44, 48, 86, 46, 127, 154, 91]",15610.090000000002,8
140,"[1, 110, 48, 96, 46, 154, 91]",15659.068,7
141,"[1, 48, 17, 93]",8538.328500000001,4
142,"[1, 44, 48, 17, 93]",9035.207,5
143,"[1, 48, 143, 17, 93]",9661.507,5
144,"[1, 48, 17, 42, 93]",9829.6005,5
145,"[1, 48, 96, 17, 93]",9864.6195,5
146,"[1, 44, 48, 143, 17, 93]",10158.3855,6
147,"[1, 44, 48, 17, 42, 93]",10326.479,6
148,"[1, 44, 48, 96, 17, 93]",10361.498000000001,6
149,"[1, 110, 66, 42, 93]",10374.667,5
150,"[1, 110, 48, 17, 93]",10630.606000000002,5
151,"[1, 48, 96]",5495.696,3
152,"[1, 44, 48, 96]",5992.574500000001,4
153,"[1, 110, 48, 96]",7587.9735,4
154,"[1, 48, 86, 96]",7736.036000000001,4
155,"[1, 44, 48, 86, 96]",8232.9145,5
156,"[1, 109, 44, 48, 96]",8363.126,5
157,"[1, 48, 143, 96]",8460.9455,4
158,"[1, 44, 162, 48, 96]",8949.4985,5
159,"[1, 44, 48, 143, 96]",8957.824,5
160,"[1, 110, 48, 86, 96]",9828.313500000002,5
161,"[1, 110, 144, 27, 87, 98]",12201.174,6
162,"[1, 110, 144, 27, 45, 87, 98]",12201.174,7
163,"[1, 109, 116, 24, 21, 98]",12293.777,6
164,"[1, 44, 109, 116, 24, 21, 98]",12777.554499999998,7
165,"[1, 110, 144, 27, 87, 21, 98]",14265.177500000002,7
166,"[1, 110, 144, 27, 45, 87, 21, 98]",14265.177500000002,8
167,"[1, 110, 144, 151, 150, 87, 98]",14316.784,7
168,"[1, 110, 109, 116, 24, 21, 98]",14375.293,7
169,"[1, 109, 116, 24, 87, 98]",14531.904,6
170,"[1, 110, 144, 27, 87, 145, 98]",14706.365,7
171,"[1, 110, 47, 108]",11850.5105,4
172,"[1, 110, 144, 47, 108]",12028.914,5
173,"[1, 110, 144, 156, 108]",12310.706999999999,5
174,"[1, 110, 144, 156, 159, 108]",12745.592499999999,6
175,"[1, 110, 144, 151, 159, 108]",12940.799500000001,6
176,"[1, 110, 144, 156, 159, 16, 108]",13080.5915,7
177,"[1, 110, 144, 151, 159, 16, 108]",13275.798499999999,7
178,"[1, 110, 47, 97, 108]",13627.686999999998,5
179,"[1, 110, 47, 107, 108]",13788.392000000002,5
180,"[1, 110, 144, 47, 97, 108]",13806.090499999998,6
181,"[1, 109]",3098.053,2
182,"[1, 44, 109]",3581.8304999999996,3
183,"[1, 110, 109]",5179.5689999999995,3
184,"[1, 48, 44, 109]",6210.075,4
185,"[1, 44, 162, 109]",6757.753,4
186,"[1, 48, 162, 109]",8122.0085,4
187,"[1, 110, 48, 44, 109]",8302.3525,5
188,"[1, 44, 48, 162, 109]",8618.886999999999,5
189,"[1, 110, 144, 109]",8851.847,4
190,"[1, 48, 162, 44, 109]",9166.999,5
191,"[1, 109, 116, 24, 21, 158, 79, 118]",22859.4225,8
192,"[1, 44, 109, 116, 24, 21, 158, 79, 118]",23343.199999999997,9
193,"[1, 109, 116, 114, 158, 79, 118]",23480.4455,7
194,"[1, 109, 116, 24, 21, 158, 23, 79, 118]",23921.712,9
195,"[1, 109, 116, 24, 114, 158, 79, 118]",23962.027500000004,8
196,"[1, 44, 109, 116, 114, 158, 79, 118]",23964.222999999998,8
197,"[1, 44, 109, 116, 24, 21, 158, 23, 79, 118]",24405.489499999996,10
198,"[1, 109, 116, 139, 79, 118]",24415.802000000003,6
199,"[1, 44, 109, 116, 24, 114, 158, 79, 118]",24445.805,9
200,"[1, 109, 116, 114, 158, 23, 79, 118]",24542.735,8
201,"[1, 48, 96, 46, 154, 91, 115, 123]",19600.202,8
202,"[1, 48, 96, 46, 154, 142, 123]",19790.351,7
203,"[1, 48, 86, 46, 154, 91, 115, 123]",19990.428000000004,8
204,"[1, 44, 48, 96, 46, 154, 91, 115, 123]",20097.080500000004,9
205,"[1, 48, 86, 46, 154, 142, 123]",20180.577,7
206,"[1, 44, 48, 96, 46, 154, 142, 123]",20287.2295,8
207,"[1, 44, 48, 86, 46, 154, 91, 115, 123]",20487.306500000002,9
208,"[1, 44, 48, 86, 46, 154, 142, 123]",20677.4555,8
209,"[1, 48, 96, 46, 127, 154, 91, 115, 123]",20756.397,9
210,"[1, 48, 86, 58, 142, 123]",20766.627,6
211,"[1, 48, 17, 73, 12, 137]",15314.379500000001,6
212,"[1, 48, 17, 93, 73, 12, 137]",15768.601500000002,7
213,"[1, 44, 48, 17, 73, 12, 137]",15811.258,7
214,"[1, 48, 17, 74, 124, 12, 137]",15955.8075,7
215,"[1, 44, 48, 17, 93, 73, 12, 137]",16265.480000000001,8
216,"[1, 48, 143, 17, 73, 12, 137]",16437.558,7
217,"[1, 44, 48, 17, 74, 124, 12, 137]",16452.686,8
218,"[1, 48, 96, 17, 73, 12, 137]",16640.6705,7
219,"[1, 48, 17, 73, 12, 149, 137]",16650.851000000002,7
220,"[1, 48, 96, 46, 154, 91, 137]",16718.8985,7
221,"[1, 48, 143]",6154.6,3
222,"[1, 44, 48, 143]",6651.4785,4
223,"[1, 48, 96, 143]",7802.041499999999,4
224,"[1, 110, 48, 143]",8246.8775,4
225,"[1, 44, 48, 96, 143]",8298.92,5
226,"[1, 48, 17, 143]",8987.409500000002,4
227,"[1, 109, 44, 48, 143]",9022.03,5
228,"[1, 44, 48, 17, 143]",9484.288,5
229,"[1, 44, 162, 48, 143]",9608.4025,5
230,"[1, 110, 48, 96, 143]",9894.319,5
231,"[1, 110, 144, 156]",7384.7925,4
232,"[1, 110, 47, 156]",9714.174,4
233,"[1, 110, 144, 151, 156]",9786.795999999998,5
234,"[1, 110, 144, 47, 156]",9892.577500000001,5
235,"[1, 110, 47, 144, 156]",10305.841,5
236,"[1, 110, 144, 151, 159, 156]",11146.1275,6
237,"[1, 110, 144, 27, 151, 156]",12563.8455,6
238,"[1, 110, 47, 144, 151, 156]",12707.8445,6
239,"[1, 109, 144, 156]",13062.5025,4
240,"[1, 110, 66, 47, 156]",13260.851000000002,5
241,"[1, 109, 116, 24, 21, 158]",13041.586,6
242,"[1, 44, 109, 116, 24, 21, 158]",13525.3635,7
243,"[1, 109, 116, 114, 158]",13662.609,5
244,"[1, 109, 116, 24, 114, 158]",14144.191,6
245,"[1, 44, 109, 116, 114, 158]",14146.3865,6
246,"[1, 44, 109, 116, 24, 114, 158]",14627.968499999999,7
247,"[1, 110, 144, 27, 87, 21, 158]",15012.986500000003,7
248,"[1, 110, 144, 27, 45, 87, 21, 158]",15012.986500000003,8
249,"[1, 110, 109, 116, 24, 21, 158]",15123.101999999999,7
250,"[1, 109, 116, 24, 21, 114, 158]",15491.036,7
251,"[3, 142, 5]",6611.6230000000005,3
252,"[3, 142, 154, 5]",9927.029,4
253,"[3, 58, 5]",10375.7125,3
254,"[3, 142, 58, 5]",10995.3685,4
255,"[3, 142, 91, 154, 5]",11885.014500000001,5
256,"[3, 142, 154, 58, 5]",13157.987000000001,5
257,"[3, 58, 154, 5]",13836.4945,4
258,"[3, 58, 142, 5]",14404.633000000002,4
259,"[3, 142, 91, 138, 154, 5]",14452.804,6
260,"[3, 142, 58, 154, 5]",14456.150500000002,5
261,"[3, 142, 154, 46, 96, 48, 162, 52, 6]",28880.238999999998,9
262,"[3, 72, 6]",29066.472999999994,3
263,"[3, 72, 55, 6]",29188.544499999996,4
264,"[3, 58, 86, 48, 162, 52, 6]",29236.858999999997,7
265,"[3, 142, 154, 46, 86, 48, 162, 52, 6]",29270.464999999997,9
266,"[3, 72, 31, 55, 6]",29501.211999999992,5
267,"[3, 58, 46, 96, 48, 162, 52, 6]",29732.839999999997,8
268,"[3, 142, 58, 86, 48, 162, 52, 6]",29856.514999999996,8
269,"[3, 70, 72, 6]",29872.9795,4
270,"[3, 70, 72, 55, 6]",29995.051,5
271,"[3, 70, 9]",20800.9435,3
272,"[3, 136, 9]",22035.0245,3
273,"[3, 136, 80, 9]",23175.9065,4
274,"[3, 136, 70, 9]",29368.646,4
275,"[3, 70, 136, 9]",30538.421000000002,4
276,"[3, 70, 136, 80, 9]",31679.303000000004,5
277,"[3, 72, 9]",32338.424499999994,3
278,"[3, 70, 72, 9]",33144.931,4
279,"[3, 62, 136, 9]",35058.7575,4
280,"[3, 62, 126, 136, 9]",35810.2515,5
281,"[3, 142, 91, 137, 19]",15100.673499999997,5
282,"[3, 142, 91, 138, 12, 19]",16158.231999999998,6
283,"[3, 142, 91, 137, 149, 19]",16316.582499999999,6
284,"[3, 142, 115, 137, 19]",16710.8065,5
285,"[3, 142, 154, 138, 12, 19]",16731.451,6
286,"[3, 142, 154, 91, 137, 19]",17365.972999999998,6
287,"[3, 142, 154, 124, 12, 19]",17381.661,6
288,"[3, 142, 91, 89, 12, 19]",17409.409,6
289,"[3, 142, 91, 137, 12, 19]",17453.730499999998,6
290,"[3, 142, 91, 138, 89, 12, 19]",17828.379,7
291,"[3, 72, 20]",29588.990499999993,3
292,"[3, 70, 72, 20]",30395.497000000003,4
293,"[3, 70, 9, 20]",34003.7375,4
294,"[3, 58, 72, 20]",34374.30950000001,4
295,"[3, 142, 58, 72, 20]",34993.965500000006,5
296,"[3, 142, 5, 58, 72, 20]",35231.36400000001,6
297,"[3, 136, 9, 20]",35237.8185,4
298,"[3, 142, 154, 46, 96, 48, 72, 20]",35948.503,8
299,"[3, 58, 86, 72, 20]",36022.767,5
300,"[3, 142, 154, 46, 86, 72, 20]",36056.373,7
301,"[3, 72, 22]",48707.94549999999,3
302,"[3, 70, 72, 22]",49514.452,4
303,"[3, 72, 118, 8, 22]",51531.42349999999,5
304,"[3, 72, 133, 22]",52272.52499999999,4
305,"[3, 72, 140, 118, 8, 22]",52295.56949999998,6
306,"[3, 72, 118, 133, 22]",52323.99999999999,5
307,"[3, 70, 72, 118, 8, 22]",52337.92999999999,6
308,"[3, 72, 118, 100, 8, 22]",52779.28549999999,6
309,"[3, 70, 72, 133, 22]",53079.0315,5
310,"[3, 72, 140, 118, 133, 22]",53088.145999999986,6
311,"[3, 129, 25]",14247.138499999997,3
312,"[3, 129, 83, 25]",14792.666499999998,4
313,"[3, 129, 83, 50, 25]",16044.719,5
314,"[3, 123, 129, 25]",16222.107499999998,4
315,"[3, 142, 123, 129, 25]",16584.185999999998,5
316,"[3, 123, 129, 83, 25]",16767.6355,5
317,"[3, 142, 123, 129, 83, 25]",17129.714,6
318,"[3, 129, 38, 83, 25]",17777.8885,5
319,"[3, 123, 129, 83, 50, 25]",18019.688,6
320,"[3, 142, 123, 129, 83, 50, 25]",18381.766499999998,7
321,"[3, 142, 115, 29]",11095.675,4
322,"[3, 142, 91, 115, 29]",12392.747,5
323,"[3, 142, 115, 49, 29]",12868.4485,5
324,"[3, 123, 49, 29]",13807.529,4
325,"[3, 142, 91, 115, 49, 29]",14165.5205,6
326,"[3, 142, 123, 49, 29]",14169.6075,5
327,"[3, 129, 29]",14231.207999999997,3
328,"[3, 123, 115, 29]",14552.351999999999,4
329,"[3, 142, 154, 91, 115, 29]",14658.0465,6
330,"[3, 142, 115, 49, 26, 29]",14865.445,6
331,"[3, 142, 154, 46, 96, 48, 110, 144, 151, 69, 33]",32306.994999999995,11
332,"[3, 142, 154, 46, 96, 48, 1, 110, 144, 151, 69, 33]",32462.1405,12
333,"[3, 142, 154, 46, 96, 48, 44, 109, 116, 24, 87, 145, 125, 33]",32488.933,14
334,"[3, 58, 86, 48, 110, 144, 151, 69, 33]",32663.614999999998,9
335,"[3, 142, 154, 46, 17, 66, 47, 144, 151, 69, 33]",32677.2065,11
336,"[3, 142, 154, 46, 86, 48, 110, 144, 151, 69, 33]",32697.220999999998,11
337,"[3, 142, 154, 46, 96, 48, 110, 144, 151, 150, 125, 33]",32812.8185,12
338,"[3, 58, 86, 48, 1, 110, 144, 151, 69, 33]",32818.760500000004,10
339,"[3, 58, 86, 48, 44, 109, 116, 24, 87, 145, 125, 33]",32845.553,12
340,"[3, 142, 154, 46, 86, 48, 1, 110, 144, 151, 69, 33]",32852.366500000004,12
341,"[3, 142, 154, 46, 17, 66, 35]",20805.032499999998,7
342,"[3, 142, 154, 46, 17, 42, 63, 35]",21033.751,8
343,"[3, 142, 154, 46, 17, 42, 66, 35]",21077.8255,8
344,"[3, 142, 91, 138, 12, 90, 63, 35]",21112.816,8
345,"[3, 142, 154, 46, 17, 93, 63, 35]",21242.175499999998,8
346,"[3, 58, 46, 17, 66, 35]",21657.633499999996,6
347,"[3, 142, 154, 138, 12, 90, 63, 35]",21686.035,8
348,"[3, 58, 46, 17, 42, 63, 35]",21886.351999999995,7
349,"[3, 142, 91, 138, 12, 73, 93, 63, 35]",21893.060499999996,9
350,"[3, 58, 46, 17, 42, 66, 35]",21930.426499999994,7
351,"[3, 65, 36]",17725.514000000003,3
352,"[3, 129, 15, 36]",19166.1465,4
353,"[3, 129, 83, 15, 36]",19166.146499999995,5
354,"[3, 65, 81, 36]",19532.175000000003,4
355,"[3, 65, 15, 36]",19737.457500000004,4
356,"[3, 76, 81, 36]",20269.345500000003,4
357,"[3, 76, 65, 36]",20321.124,4
358,"[3, 129, 83, 50, 15, 36]",20711.5655,6
359,"[3, 129, 65, 36]",21073.575999999997,4
360,"[3, 123, 129, 15, 36]",21141.1155,5
361,"[3, 72, 41]",23564.292499999992,3
362,"[3, 70, 72, 41]",24370.799,4
363,"[3, 58, 72, 41]",28349.611500000006,4
364,"[3, 142, 58, 72, 41]",28969.267500000005,5
365,"[3, 72, 140, 41]",29196.230499999994,4
366,"[3, 142, 5, 58, 72, 41]",29206.666000000005,6
367,"[3, 142, 154, 46, 96, 48, 72, 41]",29923.804999999997,8
368,"[3, 58, 86, 72, 41]",29998.069,5
369,"[3, 70, 72, 140, 41]",30002.737,5
370,"[3, 142, 154, 46, 86, 72, 41]",30031.675,7
371,"[3, 142, 154, 46, 96, 48, 44, 109, 116, 24, 21, 13, 92, 43]",33607.1425,14
372,"[3, 58, 86, 48, 44, 109, 116, 24, 21, 13, 92, 43]",33963.7625,12
373,"[3, 142, 154, 46, 86, 48, 44, 109, 116, 24, 21, 13, 92, 43]",33997.3685,14
374,"[3, 142, 154, 46, 96, 48, 44, 109, 116, 24, 21, 98, 13, 92, 43]",34171.3635,15
375,"[3, 58, 46, 96, 48, 44, 109, 116, 24, 21, 13, 92, 43]",34459.7435,13
376,"[3, 58, 86, 48, 44, 109, 116, 24, 21, 98, 13, 92, 43]",34527.9835,13
377,"[3, 142, 154, 46, 86, 48, 44, 109, 116, 24, 21, 98, 13, 92, 43]",34561.5895,15
378,"[3, 142, 58, 86, 48, 44, 109, 116, 24, 21, 13, 92, 43]",34583.4185,13
379,"[3, 142, 154, 46, 96, 48, 162, 116, 24, 21, 13, 92, 43]",34708.314,13
380,"[3, 142, 154, 127, 46, 96, 48, 44, 109, 116, 24, 21, 13, 92, 43]",34763.3375,15
381,"[3, 142, 154, 46, 96, 48, 44]",17298.9055,7
382,"[3, 58, 86, 48, 44]",17655.5255,5
383,"[3, 142, 154, 46, 86, 48, 44]",17689.1315,7
384,"[3, 58, 46, 96, 48, 44]",18151.5065,6
385,"[3, 142, 58, 86, 48, 44]",18275.1815,6
386,"[3, 142, 154, 127, 46, 96, 48, 44]",18455.100500000004,8
387,"[3, 142, 5, 58, 86, 48, 44]",18512.579999999998,7
388,"[3, 58, 46, 86, 48, 44]",18541.7325,6
389,"[3, 142, 58, 46, 96, 48, 44]",18771.162500000002,7
390,"[3, 142, 5, 154, 46, 96, 48, 44]",18834.467500000002,8
391,"[3, 142, 154, 46]",10978.5105,4
392,"[3, 58, 46]",11831.111499999999,3
393,"[3, 142, 154, 127, 46]",12134.705500000002,5
394,"[3, 142, 58, 46]",12450.767500000002,4
395,"[3, 142, 5, 154, 46]",12514.0725,5
396,"[3, 142, 5, 58, 46]",12688.166000000001,5
397,"[3, 142, 91, 154, 46]",12936.496000000001,5
398,"[3, 142, 154, 120, 127, 46]",13336.206500000002,6
399,"[3, 142, 5, 154, 127, 46]",13670.2675,6
400,"[3, 142, 91, 154, 127, 46]",14092.691,6
401,"[3, 142, 154, 46, 96, 48]",15736.344,6
402,"[3, 58, 86, 48]",16092.964,4
403,"[3, 142, 154, 46, 86, 48]",16126.57,6
404,"[3, 58, 46, 96, 48]",16588.945,5
405,"[3, 142, 58, 86, 48]",16712.62,5
406,"[3, 142, 154, 127, 46, 96, 48]",16892.539000000004,7
407,"[3, 142, 5, 58, 86, 48]",16950.0185,6
408,"[3, 58, 46, 86, 48]",16979.171,5
409,"[3, 142, 58, 46, 96, 48]",17208.601000000002,6
410,"[3, 142, 5, 154, 46, 96, 48]",17271.906000000003,7
411,"[3, 142, 115, 49]",11381.624,4
412,"[3, 123, 49]",12320.7045,3
413,"[3, 142, 115, 29, 49]",12582.4995,5
414,"[3, 142, 91, 115, 49]",12678.696,5
415,"[3, 142, 123, 49]",12682.783,4
416,"[3, 142, 91, 115, 29, 49]",13879.5715,6
417,"[3, 142, 115, 29, 26, 49]",14579.496,6
418,"[3, 123, 115, 49]",14838.301,4
419,"[3, 142, 154, 91, 115, 49]",14943.9955,6
420,"[3, 123, 26, 49]",14968.542,4
421,"[3, 129, 83, 50]",14741.269999999999,4
422,"[3, 129, 25, 50]",15550.587499999998,4
423,"[3, 129, 83, 25, 50]",16096.115499999998,5
424,"[3, 123, 129, 83, 50]",16716.238999999998,5
425,"[3, 142, 123, 129, 83, 50]",17078.317499999997,6
426,"[3, 123, 129, 25, 50]",17525.5565,5
427,"[3, 129, 38, 83, 50]",17726.492,5
428,"[3, 142, 123, 129, 25, 50]",17887.635,6
429,"[3, 129, 25, 83, 50]",17904.474,5
430,"[3, 123, 129, 83, 25, 50]",18071.0845,6
431,"[3, 142, 154, 46, 96, 48, 162, 52]",25504.1835,8
432,"[3, 58, 86, 48, 162, 52]",25860.803499999998,6
433,"[3, 142, 154, 46, 86, 48, 162, 52]",25894.409499999998,8
434,"[3, 58, 46, 96, 48, 162, 52]",26356.784499999998,7
435,"[3, 142, 58, 86, 48, 162, 52]",26480.459499999997,7
436,"[3, 142, 154, 127, 46, 96, 48, 162, 52]",26660.378500000003,9
437,"[3, 142, 5, 58, 86, 48, 162, 52]",26717.857999999997,8
438,"[3, 58, 46, 86, 48, 162, 52]",26747.010499999997,7
439,"[3, 142, 154, 46, 96, 48, 44, 162, 52]",26768.1725,9
440,"[3, 142, 154, 46, 96, 48, 44, 109, 52]",26955.8905,9
441,"[3, 129, 57]",16093.256499999998,3
442,"[3, 129, 82, 57]",16536.3755,4
443,"[3, 142, 115, 29, 28, 57]",16972.877999999997,6
444,"[3, 129, 25, 57]",17708.309999999998,4
445,"[3, 123, 129, 57]",18068.2255,4
