id,sequence,length,num_stops
54,"[1, 2, 5, 4, 6, 15, 7]",27,7
55,"[1, 2, 4, 12, 11, 10, 7]",43,7
56,"[1, 2, 4, 6, 8, 15, 7]",21,7
57,"[1, 2, 3, 6, 8, 10, 7]",30,7
58,"[1, 2, 4, 6, 8, 10, 7]",32,7
59,"[1, 2, 3, 6, 15, 8, 10, 7]",33,8
60,"[1, 2, 4, 6, 15, 8, 10, 7]",35,8
61,"[1, 2, 3, 6, 8]",15,5
62,"[1, 2, 4, 6, 8]",17,5
63,"[1, 2, 3, 6, 15, 8]",18,6
64,"[1, 2, 5, 4, 6, 8]",24,6
65,"[1, 2, 4, 6, 15, 8]",20,6
66,"[1, 2, 4, 12, 11, 10, 8]",44,7
67,"[1, 2, 5, 4, 6, 15, 8]",27,7
68,"[1, 2, 3, 6, 15, 7, 10, 8]",33,8
69,"[1, 2, 5, 4, 12, 11, 10, 8]",51,8
70,"[1, 2, 4, 6, 15, 7, 10, 8]",35,8
71,"[1, 2, 3, 6, 15, 9]",24,6
72,"[1, 2, 4, 6, 15, 9]",26,6
73,"[1, 2, 3, 6, 8, 15, 9]",25,7
74,"[1, 2, 5, 4, 6, 15, 9]",33,7
75,"[1, 2, 4, 6, 8, 15, 9]",27,7
76,"[1, 2, 5, 4, 6, 8, 15, 9]",34,8
77,"[1, 2, 4, 12, 11, 10, 7, 15, 9]",53,9
78,"[1, 2, 3, 6, 8, 10, 7, 15, 9]",40,9
79,"[1, 2, 4, 6, 8, 10, 7, 15, 9]",42,9
80,"[1, 2, 4, 12, 11, 10, 8, 15, 9]",54,9
81,"[1, 2, 3, 6, 8, 10]",23,6
82,"[1, 2, 4, 6, 8, 10]",25,6
83,"[1, 2, 4, 12, 11, 10]",36,6
84,"[1, 2, 3, 6, 15, 7, 10]",25,7
85,"[1, 2, 5, 4, 6, 8, 10]",32,7
86,"[1, 2, 4, 6, 15, 7, 10]",27,7
87,"[1, 2, 4, 12, 11, 13, 10]",46,7
88,"[1, 2, 3, 6, 15, 8, 10]",26,7
89,"[1, 2, 5, 4, 12, 11, 10]",43,7
90,"[1, 2, 4, 6, 15, 8, 10]",28,7
91,"[1, 2, 4, 12, 11]",31,5
92,"[1, 2, 5, 4, 12, 11]",38,6
93,"[1, 2, 4, 6, 8, 10, 11]",30,7
94,"[1, 2, 3, 6, 4, 12, 11]",37,7
95,"[1, 2, 3, 6, 8, 10, 11]",28,7
96,"[1, 2, 5, 4, 6, 8, 10, 11]",37,8
97,"[1, 2, 4, 6, 15, 7, 10, 11]",32,8
98,"[1, 2, 4, 6, 8, 10, 13, 11]",40,8
99,"[1, 2, 3, 6, 15, 7, 10, 11]",30,8
100,"[1, 2, 3, 6, 8, 10, 13, 11]",38,8
101,"[1, 2, 4, 12]",21,4
102,"[1, 2, 5, 4, 12]",28,5
103,"[1, 2, 3, 6, 4, 12]",27,6
104,"[1, 2, 4, 6, 8, 10, 11, 12]",40,8
105,"[1, 2, 3, 6, 8, 10, 11, 12]",38,8
106,"[1, 2, 5, 4, 6, 8, 10, 11, 12]",47,9
107,"[1, 2, 4, 6, 15, 7, 10, 11, 12]",42,9
108,"[1, 2, 4, 6, 8, 10, 13, 11, 12]",50,9
109,"[1, 2, 3, 6, 15, 7, 10, 11, 12]",40,9
110,"[1, 2, 3, 6, 8, 10, 13, 11, 12]",48,9
111,"[1, 2, 4, 12, 11, 13]",36,6
112,"[1, 2, 3, 6, 8, 10, 13]",33,7
113,"[1, 2, 4, 6, 8, 10, 13]",35,7
114,"[1, 2, 4, 12, 11, 10, 13]",46,7
115,"[1, 2, 5, 4, 12, 11, 13]",43,7
116,"[1, 2, 3, 6, 15, 7, 10, 13]",35,8
117,"[1, 2, 3, 6, 8, 10, 11, 13]",33,8
118,"[1, 2, 4, 6, 15, 7, 10, 13]",37,8
119,"[1, 2, 4, 6, 8, 10, 11, 13]",35,8
120,"[1, 2, 4, 12, 11, 10, 14, 13]",46,8
121,"[1, 2, 3, 6, 8, 10, 14]",31,7
122,"[1, 2, 4, 6, 8, 10, 14]",33,7
123,"[1, 2, 4, 12, 11, 10, 14]",44,7
124,"[1, 2, 4, 12, 11, 13, 14]",38,7
125,"[1, 2, 3, 6, 15, 7, 10, 14]",33,8
126,"[1, 2, 3, 6, 8, 10, 13, 14]",35,8
127,"[1, 2, 5, 4, 6, 8, 10, 14]",40,8
128,"[1, 2, 4, 6, 15, 7, 10, 14]",35,8
129,"[1, 2, 4, 6, 8, 10, 13, 14]",37,8
130,"[1, 2, 4, 12, 11, 10, 13, 14]",48,8
131,"[1, 2, 3, 6, 15]",16,5
132,"[1, 2, 4, 6, 15]",18,5
133,"[1, 2, 3, 6, 8, 15]",17,6
134,"[1, 2, 5, 4, 6, 15]",25,6
135,"[1, 2, 4, 6, 8, 15]",19,6
136,"[1, 2, 5, 4, 6, 8, 15]",26,7
137,"[1, 2, 4, 12, 11, 10, 7, 15]",45,8
138,"[1, 2, 3, 6, 8, 10, 7, 15]",32,8
139,"[1, 2, 4, 6, 8, 10, 7, 15]",34,8
140,"[1, 2, 4, 12, 11, 10, 8, 15]",46,8
141,"[2, 1]",8,2
142,,0,0
143,,0,0
144,,0,0
145,,0,0
146,,0,0
147,,0,0
148,,0,0
149,,0,0
150,,0,0
151,"[2, 3]",2,2
152,"[2, 4, 6, 3]",10,4
153,"[2, 5, 4, 6, 3]",17,5
154,"[2, 4, 12, 11, 10, 8, 6, 3]",41,8
155,"[2, 5, 4, 12, 11, 10, 8, 6, 3]",48,9
156,"[2, 4, 12, 11, 13, 10, 8, 6, 3]",51,9
157,"[2, 4, 12, 11, 10, 7, 15, 6, 3]",43,9
158,"[2, 4, 12, 11, 10, 8, 15, 6, 3]",44,9
159,"[2, 5, 4, 12, 11, 13, 10, 8, 6, 3]",58,10
160,"[2, 5, 4, 12, 11, 10, 7, 15, 6, 3]",50,10
161,"[2, 4]",3,2
162,"[2, 5, 4]",10,3
163,"[2, 3, 6, 4]",9,4
164,"[2, 3, 6, 8, 10, 11, 12, 4]",40,8
165,"[2, 3, 6, 15, 7, 10, 11, 12, 4]",42,9
166,"[2, 3, 6, 8, 10, 13, 11, 12, 4]",50,9
167,"[2, 3, 6, 15, 8, 10, 11, 12, 4]",43,9
168,"[2, 3, 6, 8, 15, 7, 10, 11, 12, 4]",43,10
169,"[2, 3, 6, 15, 7, 10, 13, 11, 12, 4]",52,10
170,"[2, 3, 6, 8, 10, 14, 13, 11, 12, 4]",50,10
171,"[2, 5]",6,2
172,"[2, 4, 5]",7,3
173,"[2, 3, 6, 4, 5]",13,5
174,"[2, 3, 6, 8, 10, 11, 12, 4, 5]",44,9
175,"[2, 3, 6, 15, 7, 10, 11, 12, 4, 5]",46,10
176,"[2, 3, 6, 8, 10, 13, 11, 12, 4, 5]",54,10
177,"[2, 3, 6, 15, 8, 10, 11, 12, 4, 5]",47,10
178,"[2, 3, 6, 8, 15, 7, 10, 11, 12, 4, 5]",47,11
179,"[2, 3, 6, 15, 7, 10, 13, 11, 12, 4, 5]",56,11
180,"[2, 3, 6, 8, 10, 14, 13, 11, 12, 4, 5]",54,11
181,"[2, 3, 6]",5,3
182,"[2, 4, 6]",7,3
183,"[2, 5, 4, 6]",14,4
184,"[2, 4, 12, 11, 10, 8, 6]",38,7
185,"[2, 5, 4, 12, 11, 10, 8, 6]",45,8
186,"[2, 4, 12, 11, 13, 10, 8, 6]",48,8
187,"[2, 4, 12, 11, 10, 7, 15, 6]",40,8
188,"[2, 4, 12, 11, 10, 8, 15, 6]",41,8
189,"[2, 5, 4, 12, 11, 13, 10, 8, 6]",55,9
190,"[2, 5, 4, 12, 11, 10, 7, 15, 6]",47,9
191,"[2, 3, 6, 15, 7]",10,5
192,"[2, 4, 6, 15, 7]",12,5
193,"[2, 3, 6, 8, 15, 7]",11,6
194,"[2, 5, 4, 6, 15, 7]",19,6
195,"[2, 4, 12, 11, 10, 7]",35,6
196,"[2, 4, 6, 8, 15, 7]",13,6
197,"[2, 3, 6, 8, 10, 7]",22,6
198,"[2, 4, 6, 8, 10, 7]",24,6
199,"[2, 3, 6, 15, 8, 10, 7]",25,7
200,"[2, 4, 6, 15, 8, 10, 7]",27,7
201,"[2, 3, 6, 8]",7,4
202,"[2, 4, 6, 8]",9,4
203,"[2, 3, 6, 15, 8]",10,5
204,"[2, 5, 4, 6, 8]",16,5
205,"[2, 4, 6, 15, 8]",12,5
206,"[2, 4, 12, 11, 10, 8]",36,6
207,"[2, 5, 4, 6, 15, 8]",19,6
208,"[2, 3, 6, 15, 7, 10, 8]",25,7
209,"[2, 5, 4, 12, 11, 10, 8]",43,7
210,"[2, 4, 6, 15, 7, 10, 8]",27,7
211,"[2, 3, 6, 15, 9]",16,5
212,"[2, 4, 6, 15, 9]",18,5
213,"[2, 3, 6, 8, 15, 9]",17,6
214,"[2, 5, 4, 6, 15, 9]",25,6
215,"[2, 4, 6, 8, 15, 9]",19,6
216,"[2, 5, 4, 6, 8, 15, 9]",26,7
217,"[2, 4, 12, 11, 10, 7, 15, 9]",45,8
218,"[2, 3, 6, 8, 10, 7, 15, 9]",32,8
219,"[2, 4, 6, 8, 10, 7, 15, 9]",34,8
220,"[2, 4, 12, 11, 10, 8, 15, 9]",46,8
221,"[2, 3, 6, 8, 10]",15,5
222,"[2, 4, 6, 8, 10]",17,5
223,"[2, 4, 12, 11, 10]",28,5
224,"[2, 3, 6, 15, 7, 10]",17,6
225,"[2, 5, 4, 6, 8, 10]",24,6
226,"[2, 4, 6, 15, 7, 10]",19,6
227,"[2, 4, 12, 11, 13, 10]",38,6
228,"[2, 3, 6, 15, 8, 10]",18,6
229,"[2, 5, 4, 12, 11, 10]",35,6
230,"[2, 4, 6, 15, 8, 10]",20,6
231,"[2, 4, 12]",13,3
232,"[2, 5, 4, 12]",20,4
233,"[2, 3, 6, 4, 12]",19,5
234,"[2, 4, 6, 8, 10, 11, 12]",32,7
235,"[2, 3, 6, 8, 10, 11, 12]",30,7
236,"[2, 5, 4, 6, 8, 10, 11, 12]",39,8
237,"[2, 4, 6, 15, 7, 10, 11, 12]",34,8
238,"[2, 4, 6, 8, 10, 13, 11, 12]",42,8
239,"[2, 3, 6, 15, 7, 10, 11, 12]",32,8
240,"[2, 3, 6, 8, 10, 13, 11, 12]",40,8
241,"[2, 4, 12, 11, 13]",28,5
242,"[2, 3, 6, 8, 10, 13]",25,6
243,"[2, 4, 6, 8, 10, 13]",27,6
244,"[2, 4, 12, 11, 10, 13]",38,6
245,"[2, 5, 4, 12, 11, 13]",35,6
246,"[2, 3, 6, 15, 7, 10, 13]",27,7
247,"[2, 3, 6, 8, 10, 11, 13]",25,7
248,"[2, 4, 6, 15, 7, 10, 13]",29,7
249,"[2, 4, 6, 8, 10, 11, 13]",27,7
250,"[2, 4, 12, 11, 10, 14, 13]",38,7
251,"[2, 3, 6, 8, 10, 14]",23,6
252,"[2, 4, 6, 8, 10, 14]",25,6
253,"[2, 4, 12, 11, 10, 14]",36,6
254,"[2, 4, 12, 11, 13, 14]",30,6
255,"[2, 3, 6, 15, 7, 10, 14]",25,7
256,"[2, 3, 6, 8, 10, 13, 14]",27,7
257,"[2, 5, 4, 6, 8, 10, 14]",32,7
258,"[2, 4, 6, 15, 7, 10, 14]",27,7
259,"[2, 4, 6, 8, 10, 13, 14]",29,7
260,"[2, 4, 12, 11, 10, 13, 14]",40,7
261,"[2, 3, 6, 15]",8,4
262,"[2, 4, 6, 15]",10,4
263,"[2, 3, 6, 8, 15]",9,5
264,"[2, 5, 4, 6, 15]",17,5
265,"[2, 4, 6, 8, 15]",11,5
266,"[2, 5, 4, 6, 8, 15]",18,6
267,"[2, 4, 12, 11, 10, 7, 15]",37,7
268,"[2, 3, 6, 8, 10, 7, 15]",24,7
269,"[2, 4, 6, 8, 10, 7, 15]",26,7
270,"[2, 4, 12, 11, 10, 8, 15]",38,7
271,"[3, 2, 1]",10,3
272,"[3, 6, 4, 2, 1]",18,5
273,"[3, 6, 4, 5, 2, 1]",25,6
274,"[3, 6, 8, 10, 11, 12, 4, 2, 1]",49,9
275,"[3, 6, 15, 7, 10, 11, 12, 4, 2, 1]",51,10
276,"[3, 6, 8, 10, 13, 11, 12, 4, 2, 1]",59,10
277,"[3, 6, 8, 10, 11, 12, 4, 5, 2, 1]",56,10
278,"[3, 6, 15, 8, 10, 11, 12, 4, 2, 1]",52,10
279,"[3, 6, 8, 15, 7, 10, 11, 12, 4, 2, 1]",52,11
280,"[3, 6, 15, 7, 10, 13, 11, 12, 4, 2, 1]",61,11
281,"[3, 2, 4]",5,3
282,"[3, 6, 4]",7,3
283,"[3, 2, 5, 4]",12,4
284,"[3, 6, 8, 10, 11, 12, 4]",38,7
285,"[3, 6, 15, 7, 10, 11, 12, 4]",40,8
286,"[3, 6, 8, 10, 13, 11, 12, 4]",48,8
287,"[3, 6, 15, 8, 10, 11, 12, 4]",41,8
288,"[3, 6, 8, 15, 7, 10, 11, 12, 4]",41,9
289,"[3, 6, 15, 7, 10, 13, 11, 12, 4]",50,9
290,"[3, 6, 8, 10, 14, 13, 11, 12, 4]",48,9
291,"[3, 2, 5]",8,3
292,"[3, 6, 4, 5]",11,4
293,"[3, 2, 4, 5]",9,4
294,"[3, 6, 4, 2, 5]",16,5
295,"[3, 6, 8, 10, 11, 12, 4, 5]",42,8
296,"[3, 6, 15, 7, 10, 11, 12, 4, 5]",44,9
297,"[3, 6, 8, 10, 13, 11, 12, 4, 5]",52,9
298,"[3, 6, 8, 10, 11, 12, 4, 2, 5]",47,9
299,"[3, 6, 15, 8, 10, 11, 12, 4, 5]",45,9
300,"[3, 6, 8, 15, 7, 10, 11, 12, 4, 5]",45,10
301,"[3, 6]",3,2
302,"[3, 2, 4, 6]",9,4
303,"[3, 2, 5, 4, 6]",16,5
304,"[3, 2, 4, 12, 11, 10, 8, 6]",40,8
305,"[3, 2, 5, 4, 12, 11, 10, 8, 6]",47,9
306,"[3, 2, 4, 12, 11, 13, 10, 8, 6]",50,9
307,"[3, 2, 4, 12, 11, 10, 7, 15, 6]",42,9
308,"[3, 2, 4, 12, 11, 10, 8, 15, 6]",43,9
309,"[3, 2, 5, 4, 12, 11, 13, 10, 8, 6]",57,10
310,"[3, 2, 5, 4, 12, 11, 10, 7, 15, 6]",49,10
311,"[3, 6, 15, 7]",8,4
312,"[3, 6, 8, 15, 7]",9,5
313,"[3, 6, 8, 10, 7]",20,5
314,"[3, 2, 4, 6, 15, 7]",14,6
315,"[3, 6, 15, 8, 10, 7]",23,6
316,"[3, 6, 4, 12, 11, 10, 7]",39,7
317,"[3, 2, 5, 4, 6, 15, 7]",21,7
318,"[3, 2, 4, 12, 11, 10, 7]",37,7
319,"[3, 2, 4, 6, 8, 10, 7]",26,7
320,"[3, 2, 4, 6, 8, 15, 7]",15,7
321,"[3, 6, 8]",5,3
322,"[3, 6, 15, 8]",8,4
323,"[3, 2, 4, 6, 8]",11,5
324,"[3, 6, 15, 7, 10, 8]",23,6
325,"[3, 2, 5, 4, 6, 8]",18,6
326,"[3, 2, 4, 6, 15, 8]",14,6
327,"[3, 6, 4, 12, 11, 10, 8]",40,7
328,"[3, 2, 4, 12, 11, 10, 8]",38,7
329,"[3, 2, 5, 4, 6, 15, 8]",21,7
330,"[3, 2, 5, 4, 12, 11, 10, 8]",45,8
331,"[3, 6, 15, 9]",14,4
332,"[3, 6, 8, 15, 9]",15,5
333,"[3, 2, 4, 6, 15, 9]",20,6
334,"[3, 6, 8, 10, 7, 15, 9]",30,7
335,"[3, 2, 5, 4, 6, 15, 9]",27,7
336,"[3, 2, 4, 6, 8, 15, 9]",21,7
337,"[3, 2, 5, 4, 6, 8, 15, 9]",28,8
338,"[3, 6, 4, 12, 11, 10, 7, 15, 9]",49,9
339,"[3, 2, 4, 12, 11, 10, 7, 15, 9]",47,9
340,"[3, 2, 4, 6, 8, 10, 7, 15, 9]",36,9
341,"[3, 6, 8, 10]",13,4
342,"[3, 6, 15, 7, 10]",15,5
343,"[3, 6, 15, 8, 10]",16,5
344,"[3, 2, 4, 6, 8, 10]",19,6
345,"[3, 6, 8, 15, 7, 10]",16,6
346,"[3, 6, 4, 12, 11, 10]",32,6
347,"[3, 2, 4, 12, 11, 10]",30,6
348,"[3, 2, 5, 4, 6, 8, 10]",26,7
349,"[3, 2, 4, 6, 15, 7, 10]",21,7
350,"[3, 6, 4, 12, 11, 13, 10]",42,7
351,"[3, 6, 8, 10, 11]",18,5
352,"[3, 2, 4, 12, 11]",25,5
353,"[3, 6, 4, 12, 11]",27,5
354,"[3, 6, 8, 10, 13, 11]",28,6
355,"[3, 2, 5, 4, 12, 11]",32,6
356,"[3, 6, 15, 7, 10, 11]",20,6
357,"[3, 6, 15, 8, 10, 11]",21,6
358,"[3, 6, 8, 15, 7, 10, 11]",21,7
359,"[3, 2, 4, 6, 8, 10, 11]",24,7
360,"[3, 6, 8, 10, 14, 13, 11]",28,7
361,"[3, 2, 4, 12]",15,4
362,"[3, 6, 4, 12]",17,4
363,"[3, 2, 5, 4, 12]",22,5
364,"[3, 6, 8, 10, 11, 12]",28,6
365,"[3, 6, 15, 7, 10, 11, 12]",30,7
366,"[3, 6, 8, 10, 13, 11, 12]",38,7
367,"[3, 6, 15, 8, 10, 11, 12]",31,7
368,"[3, 2, 4, 6, 8, 10, 11, 12]",34,8
369,"[3, 6, 8, 15, 7, 10, 11, 12]",31,8
370,"[3, 6, 15, 7, 10, 13, 11, 12]",40,8
371,"[3, 6, 8, 10, 13]",23,5
372,"[3, 2, 4, 12, 11, 13]",30,6
373,"[3, 6, 15, 7, 10, 13]",25,6
374,"[3, 6, 8, 10, 11, 13]",23,6
375,"[3, 6, 4, 12, 11, 13]",32,6
376,"[3, 6, 15, 8, 10, 13]",26,6
377,"[3, 6, 8, 10, 14, 13]",23,6
378,"[3, 6, 8, 15, 7, 10, 13]",26,7
379,"[3, 2, 5, 4, 12, 11, 13]",37,7
380,"[3, 2, 4, 6, 8, 10, 13]",29,7
381,"[3, 6, 8, 10, 14]",21,5
382,"[3, 6, 15, 7, 10, 14]",23,6
383,"[3, 6, 8, 10, 13, 14]",25,6
384,"[3, 6, 15, 8, 10, 14]",24,6
385,"[3, 2, 4, 6, 8, 10, 14]",27,7
386,"[3, 6, 8, 15, 7, 10, 14]",24,7
387,"[3, 6, 4, 12, 11, 10, 14]",40,7
388,"[3, 6, 15, 7, 10, 13, 14]",27,7
389,"[3, 6, 8, 10, 11, 13, 14]",25,7
390,"[3, 6, 15, 8, 10, 13, 14]",28,7
391,"[3, 6, 15]",6,3
392,"[3, 6, 8, 15]",7,4
393,"[3, 2, 4, 6, 15]",12,5
394,"[3, 6, 8, 10, 7, 15]",22,6
395,"[3, 2, 5, 4, 6, 15]",19,6
396,"[3, 2, 4, 6, 8, 15]",13,6
397,"[3, 2, 5, 4, 6, 8, 15]",20,7
398,"[3, 6, 4, 12, 11, 10, 7, 15]",41,8
399,"[3, 2, 4, 12, 11, 10, 7, 15]",39,8
400,"[3, 2, 4, 6, 8, 10, 7, 15]",28,8
401,"[4, 2, 1]",11,3
402,"[4, 5, 2, 1]",18,4
403,"[4, 6, 3, 2, 1]",17,5
404,"[4, 12, 11, 10, 8, 6, 3, 2, 1]",48,9
405,"[4, 12, 11, 13, 10, 8, 6, 3, 2, 1]",58,10
406,"[4, 12, 11, 10, 7, 15, 6, 3, 2, 1]",50,10
407,"[4, 12, 11, 10, 8, 15, 6, 3, 2, 1]",51,10
408,"[4, 12, 11, 13, 14, 10, 8, 6, 3, 2, 1]",58,11
409,"[4, 12, 11, 13, 10, 7, 15, 6, 3, 2, 1]",60,11
410,"[4, 12, 11, 13, 10, 8, 15, 6, 3, 2, 1]",61,11
411,"[4, 2]",3,2
412,"[4, 5, 2]",10,3
413,"[4, 6, 3, 2]",9,4
414,"[4, 12, 11, 10, 8, 6, 3, 2]",40,8
415,"[4, 12, 11, 13, 10, 8, 6, 3, 2]",50,9
416,"[4, 12, 11, 10, 7, 15, 6, 3, 2]",42,9
417,"[4, 12, 11, 10, 8, 15, 6, 3, 2]",43,9
418,"[4, 12, 11, 13, 14, 10, 8, 6, 3, 2]",50,10
419,"[4, 12, 11, 13, 10, 7, 15, 6, 3, 2]",52,10
420,"[4, 12, 11, 13, 10, 8, 15, 6, 3, 2]",53,10
421,"[4, 2, 3]",5,3
422,"[4, 6, 3]",7,3
423,"[4, 5, 2, 3]",12,4
424,"[4, 12, 11, 10, 8, 6, 3]",38,7
425,"[4, 12, 11, 13, 10, 8, 6, 3]",48,8
426,"[4, 12, 11, 10, 7, 15, 6, 3]",40,8
427,"[4, 12, 11, 10, 8, 15, 6, 3]",41,8
428,"[4, 12, 11, 13, 14, 10, 8, 6, 3]",48,9
429,"[4, 12, 11, 13, 10, 7, 15, 6, 3]",50,9
430,"[4, 12, 11, 13, 10, 8, 15, 6, 3]",51,9
431,"[4, 5]",4,2
432,"[4, 2, 5]",9,3
433,"[4, 6, 3, 2, 5]",15,5
434,"[4, 12, 11, 10, 8, 6, 3, 2, 5]",46,9
435,"[4, 12, 11, 13, 10, 8, 6, 3, 2, 5]",56,10
436,"[4, 12, 11, 10, 7, 15, 6, 3, 2, 5]",48,10
437,"[4, 12, 11, 10, 8, 15, 6, 3, 2, 5]",49,10
438,"[4, 12, 11, 13, 14, 10, 8, 6, 3, 2, 5]",56,11
439,"[4, 12, 11, 13, 10, 7, 15, 6, 3, 2, 5]",58,11
440,"[4, 12, 11, 13, 10, 8, 15, 6, 3, 2, 5]",59,11
441,"[4, 6, 15, 7]",9,4
442,"[4, 12, 11, 10, 7]",32,5
443,"[4, 6, 8, 15, 7]",10,5
444,"[4, 6, 8, 10, 7]",21,5
445,"[4, 6, 15, 8, 10, 7]",24,6
446,"[4, 2, 3, 6, 15, 7]",13,6
447,"[4, 12, 11, 13, 10, 7]",42,6
448,"[4, 12, 11, 10, 8, 15, 7]",37,7
449,"[4, 5, 2, 3, 6, 15, 7]",20,7
450,"[4, 2, 3, 6, 8, 10, 7]",25,7
451,"[4, 6, 15, 9]",15,4
452,"[4, 6, 8, 15, 9]",16,5
453,"[4, 2, 3, 6, 15, 9]",19,6
454,"[4, 6, 8, 10, 7, 15, 9]",31,7
455,"[4, 5, 2, 3, 6, 15, 9]",26,7
456,"[4, 2, 3, 6, 8, 15, 9]",20,7
457,"[4, 12, 11, 10, 7, 15, 9]",42,7
458,"[4, 12, 11, 10, 8, 15, 9]",43,7
459,"[4, 5, 2, 3, 6, 8, 15, 9]",27,8
460,"[4, 12, 11, 13, 10, 7, 15, 9]",52,8
461,"[4, 12, 11]",20,3
462,"[4, 6, 8, 10, 11]",19,5
463,"[4, 6, 15, 7, 10, 11]",21,6
464,"[4, 6, 8, 10, 13, 11]",29,6
465,"[4, 6, 15, 8, 10, 11]",22,6
466,"[4, 2, 3, 6, 8, 10, 11]",23,7
467,"[4, 6, 8, 15, 7, 10, 11]",22,7
468,"[4, 6, 15, 7, 10, 13, 11]",31,7
469,"[4, 6, 8, 10, 14, 13, 11]",29,7
470,"[4, 6, 15, 8, 10, 13, 11]",32,7
471,"[4, 12]",10,2
472,"[4, 6, 8, 10, 11, 12]",29,6
473,"[4, 6, 15, 7, 10, 11, 12]",31,7
474,"[4, 6, 8, 10, 13, 11, 12]",39,7
475,"[4, 6, 15, 8, 10, 11, 12]",32,7
476,"[4, 2, 3, 6, 8, 10, 11, 12]",33,8
477,"[4, 6, 8, 15, 7, 10, 11, 12]",32,8
478,"[4, 6, 15, 7, 10, 13, 11, 12]",41,8
479,"[4, 6, 8, 10, 14, 13, 11, 12]",39,8
480,"[4, 6, 15, 8, 10, 13, 11, 12]",42,8
481,"[4, 12, 11, 13]",25,4
482,"[4, 6, 8, 10, 13]",24,5
483,"[4, 12, 11, 10, 13]",35,5
484,"[4, 6, 15, 7, 10, 13]",26,6
485,"[4, 6, 8, 10, 11, 13]",24,6
486,"[4, 12, 11, 10, 14, 13]",35,6
487,"[4, 6, 15, 8, 10, 13]",27,6
488,"[4, 6, 8, 10, 14, 13]",24,6
489,"[4, 2, 3, 6, 8, 10, 13]",28,7
490,"[4, 6, 8, 15, 7, 10, 13]",27,7
491,"[4, 6, 8, 10, 14]",22,5
492,"[4, 12, 11, 10, 14]",33,5
493,"[4, 12, 11, 13, 14]",27,5
494,"[4, 6, 15, 7, 10, 14]",24,6
495,"[4, 6, 8, 10, 13, 14]",26,6
496,"[4, 12, 11, 10, 13, 14]",37,6
497,"[4, 12, 11, 13, 10, 14]",43,6
498,"[4, 6, 15, 8, 10, 14]",25,6
499,"[4, 6, 8, 15, 7, 10, 14]",25,7
500,"[4, 2, 3, 6, 8, 10, 14]",26,7
501,"[4, 6, 15]",7,3
502,"[4, 6, 8, 15]",8,4
