route_id,edge_id,DELTA
11,20,0
11,21,0
12,1,1
12,2,0
12,3,1
12,4,0
12,5,0
12,6,0
12,7,1
12,8,0
12,9,0
12,10,1
12,11,0
12,12,1
12,13,0
12,14,0
12,15,0
12,16,0
12,17,0
12,18,0
12,19,0
12,20,0
12,21,0
13,1,1
13,2,0
13,3,1
13,4,0
13,5,0
13,6,0
13,7,1
13,8,0
13,9,1
13,10,0
13,11,0
13,12,1
13,13,1
13,14,0
13,15,0
13,16,0
13,17,0
13,18,0
13,19,0
13,20,0
13,21,0
14,1,1
14,2,0
14,3,0
14,4,1
14,5,0
14,6,1
14,7,1
14,8,0
14,9,0
14,10,1
14,11,0
14,12,1
14,13,0
14,14,0
14,15,0
14,16,0
14,17,0
14,18,0
14,19,0
14,20,0
14,21,0
15,1,1
15,2,1
15,3,0
15,4,0
15,5,1
15,6,0
15,7,0
15,8,0
15,9,1
15,10,0
15,11,1
15,12,0
15,13,0
15,14,1
15,15,0
15,16,0
15,17,0
15,18,0
15,19,0
15,20,0
15,21,0
16,1,1
16,2,0
16,3,1
16,4,0
16,5,0
16,6,0
16,7,1
16,8,0
16,9,1
16,10,0
16,11,1
16,12,0
16,13,0
16,14,1
16,15,0
16,16,0
16,17,0
16,18,0
16,19,0
16,20,0
16,21,0
17,1,1
17,2,0
17,3,1
17,4,0
17,5,0
17,6,0
17,7,0
17,8,1
17,9,0
17,10,0
17,11,1
17,12,0
17,13,0
17,14,0
17,15,0
17,16,1
17,17,0
17,18,0
17,19,1
17,20,0
17,21,0
18,1,1
18,2,1
18,3,0
18,4,0
18,5,1
18,6,0
18,7,0
18,8,0
18,9,1
18,10,0
18,11,0
18,12,0
18,13,0
18,14,0
18,15,0
18,16,0
18,17,0
18,18,0
18,19,0
18,20,0
18,21,0
19,1,1
19,2,0
19,3,1
19,4,0
19,5,0
19,6,0
19,7,1
19,8,0
19,9,1
19,10,0
19,11,0
19,12,0
19,13,0
19,14,0
19,15,0
19,16,0
19,17,0
19,18,0
19,19,0
19,20,0
19,21,0
20,1,1
20,2,1
20,3,0
20,4,0
20,5,1
20,6,0
20,7,0
20,8,0
20,9,0
20,10,1
20,11,0
20,12,0
20,13,1
20,14,0
20,15,0
20,16,0
20,17,0
20,18,0
20,19,0
20,20,0
20,21,0
21,1,1
21,2,0
21,3,1
21,4,0
21,5,0
21,6,0
21,7,1
21,8,0
21,9,0
21,10,1
21,11,0
21,12,0
21,13,1
21,14,0
21,15,0
21,16,0
21,17,0
21,18,0
21,19,0
21,20,0
21,21,0
22,1,1
22,2,0
22,3,0
22,4,1
22,5,0
22,6,1
22,7,1
22,8,0
22,9,1
22,10,0
22,11,0
22,12,0
22,13,0
22,14,0
22,15,0
22,16,0
22,17,0
22,18,0
22,19,0
22,20,0
22,21,0
23,1,1
23,2,0
23,3,0
23,4,1
23,5,0
23,6,1
23,7,1
23,8,0
23,9,0
23,10,1
23,11,0
23,12,0
23,13,1
23,14,0
23,15,0
23,16,0
23,17,0
23,18,0
23,19,0
23,20,0
23,21,0
24,1,1
24,2,0
24,3,1
24,4,0
24,5,0
24,6,0
24,7,0
24,8,1
24,9,0
24,10,0
24,11,0
24,12,0
24,13,0
24,14,1
24,15,0
24,16,1
24,17,0
24,18,0
24,19,1
24,20,0
24,21,0
25,1,1
25,2,1
25,3,0
25,4,0
25,5,1
25,6,0
25,7,0
25,8,0
25,9,0
25,10,1
25,11,0
25,12,0
25,13,0
25,14,0
25,15,1
25,16,0
25,17,0
25,18,0
25,19,0
25,20,0
25,21,0
26,1,1
26,2,1
26,3,0
26,4,0
26,5,1
26,6,0
26,7,0
26,8,0
26,9,1
26,10,0
26,11,0
26,12,0
26,13,1
26,14,0
26,15,1
26,16,0
26,17,0
26,18,0
26,19,0
26,20,0
26,21,0
27,1,1
27,2,0
27,3,1
27,4,0
27,5,0
27,6,0
27,7,1
27,8,0
27,9,0
27,10,1
27,11,0
27,12,0
27,13,0
27,14,0
27,15,1
27,16,0
27,17,0
27,18,0
27,19,0
27,20,0
27,21,0
28,1,1
28,2,0
28,3,1
28,4,0
28,5,0
28,6,0
28,7,1
28,8,0
28,9,1
28,10,0
28,11,0
28,12,0
28,13,1
28,14,0
28,15,1
28,16,0
28,17,0
28,18,0
28,19,0
28,20,0
28,21,0
29,1,1
29,2,0
29,3,0
29,4,1
29,5,0
29,6,1
29,7,1
29,8,0
29,9,0
29,10,1
29,11,0
29,12,0
29,13,0
29,14,0
29,15,1
29,16,0
29,17,0
29,18,0
29,19,0
29,20,0
29,21,0
30,1,1
30,2,1
30,3,0
30,4,0
30,5,1
30,6,0
30,7,0
30,8,0
30,9,1
30,10,0
30,11,0
30,12,0
30,13,0
30,14,1
30,15,0
30,16,0
30,17,0
30,18,0
30,19,0
30,20,0
30,21,0
31,1,1
31,2,0
31,3,1
31,4,0
31,5,0
31,6,0
31,7,1
31,8,0
31,9,1
31,10,0
31,11,0
31,12,0
31,13,0
31,14,1
31,15,0
31,16,0
31,17,0
31,18,0
31,19,0
31,20,0
31,21,0
32,1,1
32,2,1
32,3,0
32,4,0
32,5,1
32,6,0
32,7,0
32,8,0
32,9,0
32,10,1
32,11,1
32,12,1
32,13,0
32,14,0
32,15,0
32,16,0
32,17,0
32,18,0
32,19,0
32,20,0
32,21,0
33,1,1
33,2,1
33,3,0
33,4,0
33,5,1
33,6,0
33,7,0
33,8,0
33,9,0
33,10,1
33,11,0
33,12,0
33,13,1
33,14,1
33,15,0
33,16,0
33,17,0
33,18,0
33,19,0
33,20,0
33,21,0
34,1,1
34,2,0
34,3,1
34,4,0
34,5,0
34,6,0
34,7,1
34,8,0
34,9,0
34,10,1
34,11,1
34,12,1
34,13,0
34,14,0
34,15,0
34,16,0
34,17,0
34,18,0
34,19,0
34,20,0
34,21,0
35,1,1
35,2,0
35,3,1
35,4,0
35,5,0
35,6,0
35,7,1
35,8,0
35,9,0
35,10,1
35,11,0
35,12,0
35,13,1
35,14,1
35,15,0
35,16,0
35,17,0
35,18,0
35,19,0
35,20,0
35,21,0
36,1,1
36,2,0
36,3,0
36,4,1
36,5,0
36,6,1
36,7,1
36,8,0
36,9,1
36,10,0
36,11,0
36,12,0
36,13,0
36,14,1
36,15,0
36,16,0
36,17,0
36,18,0
36,19,0
36,20,0
36,21,0
37,1,1
37,2,0
37,3,1
37,4,0
37,5,0
37,6,0
37,7,0
37,8,1
37,9,0
37,10,0
37,11,0
37,12,0
37,13,0
37,14,0
37,15,0
37,16,1
37,17,0
37,18,0
37,19,1
37,20,0
37,21,0
38,1,1
38,2,0
38,3,0
38,4,1
38,5,0
38,6,1
38,7,0
38,8,1
38,9,0
38,10,0
38,11,0
38,12,0
38,13,0
38,14,0
38,15,0
38,16,1
38,17,0
38,18,0
38,19,1
38,20,0
38,21,0
39,1,1
39,2,0
39,3,1
39,4,0
39,5,0
39,6,0
39,7,0
39,8,1
39,9,0
39,10,0
39,11,0
39,12,0
39,13,0
39,14,0
39,15,0
39,16,0
39,17,1
39,18,0
39,19,1
39,20,1
39,21,0
40,1,1
40,2,1
40,3,0
40,4,0
40,5,1
40,6,0
40,7,0
40,8,0
40,9,1
40,10,0
40,11,0
40,12,0
40,13,0
40,14,1
40,15,0
40,16,1
40,17,0
40,18,0
40,19,0
40,20,0
40,21,0
41,1,1
41,2,0
41,3,1
41,4,0
41,5,0
41,6,0
41,7,1
41,8,0
41,9,1
41,10,0
41,11,0
41,12,0
41,13,0
41,14,1
41,15,0
41,16,1
41,17,0
41,18,0
41,19,0
41,20,0
41,21,0
42,1,1
42,2,0
42,3,1
42,4,0
42,5,0
42,6,0
42,7,0
42,8,1
42,9,0
42,10,0
42,11,0
42,12,0
42,13,0
42,14,0
42,15,0
42,16,0
42,17,0
42,18,0
42,19,1
42,20,0
42,21,0
43,1,1
43,2,1
43,3,0
43,4,0
43,5,1
43,6,0
43,7,1
43,8,1
43,9,0
43,10,0
43,11,0
43,12,0
43,13,0
43,14,0
43,15,0
43,16,0
43,17,0
43,18,0
43,19,1
43,20,0
43,21,0
44,1,1
44,2,0
44,3,0
44,4,1
44,5,0
44,6,1
44,7,0
44,8,1
44,9,0
44,10,0
44,11,0
44,12,0
44,13,0
44,14,0
44,15,0
44,16,0
44,17,0
44,18,0
44,19,1
44,20,0
44,21,0
45,1,1
45,2,0
45,3,1
45,4,0
45,5,0
45,6,0
45,7,0
45,8,1
45,9,0
45,10,0
45,11,0
45,12,0
45,13,0
45,14,0
45,15,0
45,16,0
45,17,0
45,18,0
45,19,0
45,20,0
45,21,0
46,1,1
46,2,1
46,3,0
46,4,0
46,5,1
46,6,0
46,7,1
46,8,1
46,9,0
46,10,0
46,11,0
46,12,0
46,13,0
46,14,0
46,15,0
46,16,0
46,17,0
46,18,0
46,19,0
46,20,0
46,21,0
47,1,1
47,2,0
47,3,0
47,4,1
47,5,0
47,6,1
47,7,0
47,8,1
47,9,0
47,10,0
47,11,0
47,12,0
47,13,0
47,14,0
47,15,0
47,16,0
47,17,0
47,18,0
47,19,0
47,20,0
47,21,0
48,1,1
48,2,1
48,3,0
48,4,0
48,5,1
48,6,0
48,7,0
48,8,0
48,9,1
48,10,0
48,11,0
48,12,0
48,13,0
48,14,1
48,15,0
48,16,0
48,17,1
48,18,0
48,19,0
48,20,0
48,21,0
49,1,1
49,2,0
49,3,1
49,4,0
49,5,0
49,6,0
49,7,1
49,8,0
49,9,1
49,10,0
49,11,0
49,12,0
49,13,0
49,14,1
49,15,0
49,16,0
49,17,1
49,18,0
49,19,0
49,20,0
49,21,0
50,1,1
50,2,0
50,3,1
50,4,0
50,5,0
50,6,0
50,7,0
50,8,1
50,9,0
50,10,0
50,11,0
50,12,0
50,13,0
50,14,0
50,15,0
50,16,0
50,17,0
50,18,0
50,19,1
50,20,1
50,21,0
51,1,1
51,2,0
51,3,0
51,4,1
51,5,0
51,6,1
51,7,0
51,8,1
51,9,0
51,10,0
51,11,0
51,12,0
51,13,0
51,14,0
51,15,0
51,16,0
51,17,0
51,18,0
51,19,1
51,20,1
51,21,0
52,1,1
52,2,0
52,3,1
52,4,0
52,5,0
52,6,0
52,7,0
52,8,1
52,9,0
52,10,0
52,11,0
52,12,0
52,13,0
52,14,0
52,15,0
52,16,1
52,17,1
52,18,0
52,19,1
52,20,0
52,21,0
53,1,1
53,2,1
53,3,0
53,4,0
53,5,1
53,6,0
53,7,0
53,8,0
53,9,1
53,10,0
53,11,0
53,12,0
53,13,0
53,14,1
53,15,0
53,16,0
53,17,0
53,18,1
53,19,0
53,20,0
53,21,0
54,1,1
54,2,0
54,3,1
54,4,0
54,5,0
54,6,0
54,7,1
54,8,0
54,9,1
54,10,0
54,11,0
54,12,0
54,13,0
54,14,1
54,15,0
54,16,0
54,17,0
54,18,1
54,19,0
54,20,0
54,21,0
55,1,1
55,2,0
55,3,1
55,4,0
55,5,0
55,6,0
55,7,0
55,8,1
55,9,0
55,10,0
55,11,0
55,12,0
55,13,0
55,14,0
55,15,0
55,16,0
55,17,0
55,18,0
55,19,1
55,20,1
55,21,1
56,1,1
56,2,0
56,3,1
56,4,0
56,5,0
56,6,0
56,7,0
56,8,1
56,9,0
56,10,0
56,11,0
56,12,0
56,13,0
56,14,0
56,15,0
56,16,1
56,17,0
56,18,1
56,19,1
56,20,0
56,21,0
57,1,1
57,2,1
57,3,0
57,4,0
57,5,1
57,6,0
57,7,0
57,8,0
57,9,0
57,10,1
57,11,0
57,12,0
57,13,0
57,14,0
57,15,0
57,16,0
57,17,0
57,18,0
57,19,0
57,20,0
57,21,0
58,1,1
58,2,1
58,3,0
58,4,0
58,5,1
58,6,0
58,7,0
58,8,0
58,9,1
58,10,0
58,11,0
58,12,0
58,13,1
58,14,0
58,15,0
58,16,0
58,17,0
58,18,0
58,19,0
58,20,0
58,21,0
59,1,1
59,2,0
59,3,1
59,4,0
59,5,0
59,6,0
59,7,1
59,8,0
59,9,0
59,10,1
59,11,0
59,12,0
59,13,0
59,14,0
59,15,0
59,16,0
59,17,0
59,18,0
59,19,0
59,20,0
59,21,0
60,1,1
60,2,0
60,3,1
60,4,0
60,5,0
60,6,0
60,7,1
60,8,0
60,9,1
60,10,0
60,11,0
60,12,0
60,13,1
60,14,0
60,15,0
60,16,0
60,17,0
60,18,0
60,19,0
60,20,0
60,21,0
61,1,1
61,2,0
61,3,0
61,4,1
61,5,0
61,6,1
61,7,1
61,8,0
61,9,0
61,10,1
61,11,0
61,12,0
61,13,0
61,14,0
61,15,0
61,16,0
61,17,0
61,18,0
61,19,0
61,20,0
61,21,0
62,1,1
62,2,0
62,3,0
62,4,1
62,5,0
62,6,1
62,7,1
62,8,0
62,9,1
62,10,0
62,11,0
62,12,0
62,13,1
62,14,0
62,15,0
62,16,0
62,17,0
62,18,0
62,19,0
62,20,0
62,21,0
63,1,0
63,2,0
63,3,1
63,4,0
63,5,1
63,6,0
63,7,1
63,8,0
63,9,0
63,10,0
63,11,0
63,12,0
63,13,0
63,14,0
63,15,0
63,16,0
63,17,0
63,18,0
63,19,0
63,20,0
63,21,0
64,1,0
64,2,0
64,3,0
64,4,1
64,5,1
64,6,1
64,7,1
64,8,0
64,9,0
64,10,0
64,11,0
64,12,0
64,13,0
64,14,0
64,15,0
64,16,0
64,17,0
64,18,0
64,19,0
64,20,0
64,21,0
65,1,0
65,2,1
65,3,0
65,4,0
65,5,1
65,6,0
65,7,1
65,8,0
65,9,0
65,10,0
65,11,0
65,12,0
65,13,0
65,14,0
65,15,0
65,16,0
65,17,0
65,18,0
65,19,0
65,20,0
65,21,0
66,1,0
66,2,1
66,3,0
66,4,0
66,5,1
66,6,1
66,7,1
66,8,0
66,9,0
66,10,0
66,11,0
66,12,0
66,13,0
66,14,0
66,15,0
66,16,0
66,17,0
66,18,0
66,19,0
66,20,0
66,21,0
67,1,0
67,2,0
67,3,0
67,4,1
67,5,0
67,6,1
67,7,1
67,8,0
67,9,0
67,10,0
67,11,0
67,12,0
67,13,0
67,14,0
67,15,0
67,16,0
67,17,0
67,18,0
67,19,0
67,20,0
67,21,0
68,1,0
68,2,0
68,3,1
68,4,0
68,5,0
68,6,0
68,7,0
68,8,1
68,9,1
68,10,0
68,11,0
68,12,0
68,13,0
68,14,1
68,15,0
68,16,1
68,17,0
68,18,0
68,19,1
68,20,0
68,21,0
69,1,0
69,2,1
69,3,0
69,4,0
69,5,1
69,6,0
69,7,0
69,8,0
69,9,0
69,10,1
69,11,0
69,12,1
69,13,0
69,14,0
69,15,0
69,16,0
69,17,0
69,18,0
69,19,0
69,20,0
69,21,0
70,1,0
70,2,1
70,3,0
70,4,0
70,5,1
70,6,0
70,7,0
70,8,0
70,9,1
70,10,0
70,11,0
70,12,1
70,13,1
70,14,0
70,15,0
70,16,0
70,17,0
70,18,0
70,19,0
70,20,0
70,21,0
71,1,0
71,2,0
71,3,1
71,4,0
71,5,0
71,6,0
71,7,1
71,8,0
71,9,0
71,10,1
71,11,0
71,12,1
71,13,0
71,14,0
71,15,0
71,16,0
71,17,0
71,18,0
71,19,0
71,20,0
71,21,0
72,1,0
72,2,0
72,3,1
72,4,0
72,5,0
72,6,0
72,7,1
72,8,0
72,9,1
72,10,0
72,11,0
72,12,1
72,13,1
72,14,0
72,15,0
72,16,0
72,17,0
72,18,0
72,19,0
72,20,0
72,21,0
73,1,0
73,2,0
73,3,0
73,4,1
73,5,0
73,6,1
73,7,1
73,8,0
73,9,0
73,10,1
73,11,0
73,12,1
73,13,0
73,14,0
73,15,0
73,16,0
73,17,0
73,18,0
73,19,0
73,20,0
73,21,0
74,1,0
74,2,0
74,3,0
74,4,1
74,5,0
74,6,1
74,7,1
74,8,0
74,9,1
74,10,0
74,11,0
74,12,1
74,13,1
74,14,0
74,15,0
74,16,0
74,17,0
74,18,0
74,19,0
74,20,0
74,21,0
75,1,0
75,2,1
75,3,0
75,4,0
75,5,1
75,6,0
75,7,0
75,8,0
75,9,1
75,10,0
75,11,1
75,12,0
75,13,0
75,14,1
75,15,0
75,16,0
75,17,0
75,18,0
75,19,0
75,20,0
75,21,0
76,1,0
76,2,0
76,3,1
76,4,0
76,5,0
76,6,0
76,7,1
76,8,0
76,9,1
76,10,0
76,11,1
76,12,0
76,13,0
76,14,1
76,15,0
76,16,0
76,17,0
76,18,0
76,19,0
76,20,0
76,21,0
77,1,0
77,2,1
77,3,0
77,4,0
77,5,1
77,6,0
77,7,0
77,8,0
77,9,0
77,10,1
77,11,1
77,12,0
77,13,1
77,14,1
77,15,0
77,16,0
77,17,0
77,18,0
77,19,0
77,20,0
77,21,0
78,1,0
78,2,0
78,3,1
78,4,0
78,5,0
78,6,0
78,7,1
78,8,0
78,9,0
78,10,1
78,11,1
78,12,0
78,13,1
78,14,1
78,15,0
78,16,0
78,17,0
78,18,0
78,19,0
78,20,0
78,21,0
79,1,0
79,2,0
79,3,0
79,4,1
79,5,0
79,6,1
79,7,1
79,8,0
79,9,1
79,10,0
79,11,1
79,12,0
79,13,0
79,14,1
79,15,0
79,16,0
79,17,0
79,18,0
79,19,0
79,20,0
79,21,0
80,1,0
80,2,0
80,3,1
80,4,0
80,5,0
80,6,0
80,7,0
80,8,1
80,9,0
80,10,0
80,11,1
80,12,0
80,13,0
80,14,0
80,15,0
80,16,1
80,17,0
80,18,0
80,19,1
80,20,0
80,21,0
81,1,0
81,2,0
81,3,0
81,4,1
81,5,0
81,6,1
81,7,0
81,8,1
81,9,0
81,10,0
81,11,1
81,12,0
81,13,0
81,14,0
81,15,0
81,16,1
81,17,0
81,18,0
81,19,1
81,20,0
81,21,0
82,1,0
82,2,0
82,3,1
82,4,0
82,5,0
82,6,0
82,7,0
82,8,1
82,9,0
82,10,0
82,11,1
82,12,0
82,13,0
82,14,0
82,15,0
82,16,0
82,17,1
82,18,0
82,19,1
82,20,1
82,21,0
83,1,0
83,2,1
83,3,0
83,4,0
83,5,1
83,6,0
83,7,0
83,8,0
83,9,1
83,10,0
83,11,0
83,12,0
83,13,0
83,14,0
83,15,0
83,16,0
83,17,0
83,18,0
83,19,0
83,20,0
83,21,0
84,1,0
84,2,0
84,3,1
84,4,0
84,5,0
84,6,0
84,7,1
84,8,0
84,9,1
84,10,0
84,11,0
84,12,0
84,13,0
84,14,0
84,15,0
84,16,0
84,17,0
84,18,0
84,19,0
84,20,0
84,21,0
85,1,0
85,2,1
85,3,0
85,4,0
85,5,1
85,6,0
85,7,0
85,8,0
85,9,0
85,10,1
85,11,0
85,12,0
85,13,1
85,14,0
85,15,0
85,16,0
85,17,0
85,18,0
85,19,0
85,20,0
85,21,0
86,1,0
86,2,0
86,3,1
86,4,0
86,5,0
86,6,0
86,7,1
86,8,0
86,9,0
86,10,1
86,11,0
86,12,0
86,13,1
86,14,0
86,15,0
86,16,0
86,17,0
86,18,0
86,19,0
86,20,0
86,21,0
87,1,0
87,2,0
87,3,0
87,4,1
87,5,0
87,6,1
87,7,1
87,8,0
87,9,1
87,10,0
87,11,0
87,12,0
87,13,0
87,14,0
87,15,0
87,16,0
87,17,0
87,18,0
87,19,0
87,20,0
87,21,0
88,1,0
88,2,0
88,3,0
88,4,1
88,5,0
88,6,1
88,7,1
88,8,0
88,9,0
88,10,1
88,11,0
88,12,0
88,13,1
88,14,0
88,15,0
88,16,0
88,17,0
88,18,0
88,19,0
88,20,0
88,21,0
89,1,0
89,2,1
89,3,0
89,4,0
89,5,1
89,6,0
89,7,0
89,8,0
89,9,0
89,10,1
89,11,1
89,12,1
89,13,0
89,14,1
89,15,0
89,16,0
89,17,0
89,18,0
89,19,0
89,20,0
89,21,0
90,1,0
90,2,0
90,3,1
90,4,0
90,5,0
90,6,0
90,7,1
90,8,0
90,9,0
90,10,1
90,11,1
90,12,1
90,13,0
90,14,1
90,15,0
90,16,0
90,17,0
90,18,0
90,19,0
90,20,0
90,21,0
91,1,0
91,2,0
91,3,1
91,4,0
91,5,0
91,6,0
91,7,0
91,8,1
91,9,0
91,10,0
91,11,0
91,12,0
91,13,0
91,14,1
91,15,0
91,16,1
91,17,0
91,18,0
91,19,1
91,20,0
91,21,0
92,1,0
92,2,0
92,3,0
92,4,1
92,5,0
92,6,1
92,7,0
92,8,1
92,9,0
92,10,0
92,11,0
92,12,0
92,13,0
92,14,1
92,15,0
92,16,1
92,17,0
92,18,0
92,19,1
92,20,0
92,21,0
93,1,0
93,2,0
93,3,1
93,4,0
93,5,0
93,6,0
93,7,0
93,8,1
93,9,0
93,10,0
93,11,0
93,12,0
93,13,0
93,14,1
93,15,0
93,16,0
93,17,1
93,18,0
93,19,1
93,20,1
93,21,0
94,1,0
94,2,1
94,3,0
94,4,0
94,5,1
94,6,0
94,7,0
94,8,0
94,9,0
94,10,1
94,11,0
94,12,0
94,13,0
94,14,0
94,15,1
94,16,0
94,17,0
94,18,0
94,19,0
94,20,0
94,21,0
95,1,0
95,2,1
95,3,0
95,4,0
95,5,1
95,6,0
95,7,0
95,8,0
95,9,1
95,10,0
95,11,0
95,12,0
95,13,1
95,14,0
95,15,1
95,16,0
95,17,0
95,18,0
95,19,0
95,20,0
95,21,0
96,1,0
96,2,0
96,3,1
96,4,0
96,5,0
96,6,0
96,7,1
96,8,0
96,9,0
96,10,1
96,11,0
96,12,0
96,13,0
96,14,0
96,15,1
96,16,0
96,17,0
96,18,0
96,19,0
96,20,0
96,21,0
97,1,0
97,2,0
97,3,1
97,4,0
97,5,0
97,6,0
97,7,1
97,8,0
97,9,1
97,10,0
97,11,0
97,12,0
97,13,1
97,14,0
97,15,1
97,16,0
97,17,0
97,18,0
97,19,0
97,20,0
97,21,0
98,1,0
98,2,0
98,3,0
98,4,1
98,5,0
98,6,1
98,7,1
98,8,0
98,9,0
98,10,1
98,11,0
98,12,0
98,13,0
98,14,0
98,15,1
98,16,0
98,17,0
98,18,0
98,19,0
98,20,0
98,21,0
99,1,0
99,2,0
99,3,0
99,4,1
99,5,0
99,6,1
99,7,1
99,8,0
99,9,1
99,10,0
99,11,0
99,12,0
99,13,1
99,14,0
99,15,1
99,16,0
99,17,0
99,18,0
99,19,0
99,20,0
99,21,0
100,1,0
100,2,1
100,3,0
100,4,0
100,5,1
100,6,0
100,7,0
100,8,0
100,9,1
100,10,0
100,11,0
100,12,0
100,13,0
100,14,1
100,15,0
100,16,0
100,17,0
100,18,0
100,19,0
100,20,0
100,21,0
101,1,0
101,2,0
101,3,1
101,4,0
101,5,0
101,6,0
101,7,1
101,8,0
101,9,1
101,10,0
101,11,0
101,12,0
101,13,0
101,14,1
101,15,0
101,16,0
101,17,0
101,18,0
101,19,0
101,20,0
101,21,0
102,1,0
102,2,1
102,3,0
102,4,0
102,5,1
102,6,0
102,7,0
102,8,0
102,9,0
102,10,1
102,11,1
102,12,1
102,13,0
102,14,0
102,15,0
102,16,0
102,17,0
102,18,0
102,19,0
102,20,0
102,21,0
103,1,0
103,2,1
103,3,0
103,4,0
103,5,1
103,6,0
103,7,0
103,8,0
103,9,1
103,10,0
103,11,1
103,12,1
103,13,1
103,14,0
103,15,0
103,16,0
103,17,0
103,18,0
103,19,0
103,20,0
103,21,0
104,1,0
104,2,1
104,3,0
104,4,0
104,5,1
104,6,0
104,7,0
104,8,0
104,9,0
104,10,1
104,11,0
104,12,0
104,13,1
104,14,1
104,15,0
104,16,0
104,17,0
104,18,0
104,19,0
104,20,0
104,21,0
105,1,0
105,2,0
105,3,1
105,4,0
105,5,0
105,6,0
105,7,1
105,8,0
105,9,0
105,10,1
105,11,1
105,12,1
105,13,0
105,14,0
105,15,0
105,16,0
105,17,0
105,18,0
105,19,0
105,20,0
105,21,0
106,1,0
106,2,0
106,3,1
106,4,0
106,5,0
106,6,0
106,7,1
106,8,0
106,9,1
106,10,0
106,11,1
106,12,1
106,13,1
106,14,0
106,15,0
106,16,0
106,17,0
106,18,0
106,19,0
106,20,0
106,21,0
107,1,0
107,2,0
107,3,1
107,4,0
107,5,0
107,6,0
107,7,1
107,8,0
107,9,0
107,10,1
107,11,0
107,12,0
107,13,1
107,14,1
107,15,0
107,16,0
107,17,0
107,18,0
107,19,0
107,20,0
107,21,0
108,1,0
108,2,0
108,3,0
108,4,1
108,5,0
108,6,1
108,7,1
108,8,0
108,9,1
108,10,0
108,11,0
108,12,0
108,13,0
108,14,1
108,15,0
108,16,0
108,17,0
108,18,0
108,19,0
108,20,0
108,21,0
109,1,0
109,2,0
109,3,0
109,4,1
109,5,0
109,6,1
109,7,1
109,8,0
109,9,0
109,10,1
109,11,1
109,12,1
109,13,0
109,14,0
109,15,0
109,16,0
109,17,0
109,18,0
109,19,0
109,20,0
109,21,0
110,1,0
110,2,0
110,3,0
110,4,1
110,5,0
110,6,1
110,7,1
110,8,0
110,9,0
110,10,1
110,11,0
110,12,0
110,13,1
110,14,1
110,15,0
110,16,0
110,17,0
110,18,0
110,19,0
110,20,0
110,21,0
111,1,0
111,2,0
111,3,1
111,4,0
111,5,0
111,6,0
111,7,0
111,8,1
111,9,0
111,10,0
111,11,0
111,12,0
111,13,0
111,14,0
111,15,0
111,16,1
111,17,0
111,18,0
